date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_arsenal,f_pit,f_park,f_wind,f_temp,wind,hr_pa,p,odds_dk,odds_mgm,odds_czr,fair,played,pa_actual,hr_actual,hr_yes,graded_at
2026-08-12,823511,660844,Leo Rivas,Seattle Mariners,New York Yankees,0,Will Warren,701542,R,0,127,3.2,0.61,0.8,,1.0,1.08,1.0,,,,5.1,,,,+1861,1,1,0,0,2026-08-13T05:31:35Z
2026-08-12,823511,645302,Victor Robles,Seattle Mariners,New York Yankees,0,Will Warren,701542,R,0,126,3.2,0.61,0.8,,1.0,1.08,1.0,,,,5.1,,,,+1861,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,807712,Luke Keaschall,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,6,442,3.9,0.62,0.94,,0.86,0.99,0.86,,WIND 7 IN,,5.0,1100,,950,+1900,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,643446,Jeff McNeil,Athletics,Tampa Bay Rays,1,Drew Rasmussen,656876,R,4,360,3.4,0.59,0.89,,0.94,1.0,1.0,,,,5.0,,,,+1900,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,805300,Jakob Marsee,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,6,454,3.9,0.61,0.87,,0.88,0.92,1.0,,,,5.0,960,900,850,+1900,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824562,682668,Luisangel Acuña,Chicago White Sox,Cincinnati Reds,1,Rhett Lowder,695076,R,1,193,3.2,0.59,0.87,,0.97,1.05,1.0,,,,5.0,,,,+1900,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,670764,Taylor Walls,Tampa Bay Rays,Athletics,0,Jack Perkins,678022,R,2,336,3.5,0.5,0.8,,1.12,1.0,1.0,,,,4.7,880,900,850,+2028,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,677870,Leo Jiménez,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,2,155,3.2,0.75,0.8,,0.88,0.92,1.0,,,,4.7,,,,+2028,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,669364,Xavier Edwards,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,6,502,4.2,0.57,0.8,,0.88,0.92,1.0,,,,4.6,1280,1650,1100,+2074,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,823994,670032,Nicky Lopez,Texas Rangers,Los Angeles Angels,0,George Klassen,691946,R,1,204,3.2,0.58,0.8,,0.97,1.02,1.0,,,,4.4,1800,1800,1500,+2173,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823017,702222,Justin Crawford,Philadelphia Phillies,St. Louis Cardinals,0,Kyle Leahy,681517,R,2,355,3.2,0.48,0.8,,0.94,0.94,1.22,,WIND 11 OUT,,4.0,1300,,1300,+2400,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,691594,Javier Sanoja,Miami Marlins,Pittsburgh Pirates,1,Carmen Mlodzinski,669387,R,4,321,3.2,0.64,0.8,,0.88,0.92,1.0,,,,4.0,1240,1000,1100,+2400,1,3,0,0,2026-08-13T05:31:35Z
2026-08-12,823833,669707,Jared Triolo,Pittsburgh Pirates,Miami Marlins,0,Janson Junk,676083,R,1,265,3.2,0.5,0.8,,1.04,0.92,1.0,,,,3.7,,,,+2603,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,822698,683083,Nasim Nuñez,Washington Nationals,Chicago Cubs,1,David Peterson,656849,L,1,396,3.5,0.39,0.91,,0.92,1.0,1.0,,,,3.5,1240,1700,1100,+2757,1,4,0,0,2026-08-13T05:31:35Z
2026-08-12,824241,680757,Steven Kwan,Cleveland Guardians,Detroit Tigers,0,Framber Valdez,664285,L,2,450,4.1,0.41,0.8,,0.89,0.95,1.0,,,,3.4,1740,1250,1500,+2841,1,5,0,0,2026-08-13T05:31:35Z
2026-08-12,824967,802415,Chandler Simpson,Tampa Bay Rays,Athletics,0,Jack Perkins,678022,R,0,450,4.0,0.31,0.8,,1.12,1.0,1.0,,,,3.3,,,,+2930,0,0,0,0,2026-08-13T05:31:35Z
2026-08-12,823672,668885,Austin Martin,Minnesota Twins,Baltimore Orioles,1,Shane Baz,669358,R,3,330,3.2,0.56,0.8,,0.86,0.99,0.86,,WIND 7 IN,,3.2,,,,+3025,0,0,0,0,2026-08-13T05:31:35Z
2026-08-13,823508,700250,Ben Rice,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,32,493,4.2,1.8,1.13,1.15,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.0895,32.5,650,,,+208,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,621439,Byron Buxton,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,25,362,4.4,1.81,1.2,0.99,1.19,0.99,1.0,1.0,,0.06472,25.5,263,230,265,+292,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,656941,Kyle Schwarber,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,35,516,4.4,1.88,1.12,1.1,1.0,0.99,1.0,1.0,,0.06267,24.8,238,240,225,+303,1,5,2,1,2026-08-14T05:31:36Z
2026-08-13,824561,808959,Munetaka Murakami,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,26,367,4.4,1.86,0.93,1.09,0.99,1.05,0.9,1.03,WIND 5 IN,0.0597,23.7,,,,+322,1,1,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,677800,Wilyer Abreu,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,21,508,4.3,1.25,1.1,1.11,1.19,1.01,1.14,1.03,WIND 7 OUT,0.05991,23.3,313,250,290,+329,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,502671,Paul Goldschmidt,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,16,328,3.8,1.37,0.98,1.11,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.06611,22.9,,,,+337,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,671277,Luis García Jr.,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,24,404,3.6,1.63,1.13,0.96,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.06811,22.4,550,,500,+346,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,694192,Jackson Chourio,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,17,393,4.5,1.28,1.03,1.05,1.18,1.1,1.0,1.0,,0.05279,21.7,382,350,370,+361,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,575929,Willson Contreras,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,24,451,4.1,1.52,1.05,0.88,1.19,1.01,1.14,1.03,WIND 7 OUT,0.05759,21.6,366,280,350,+363,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,672960,Kazuma Okamoto,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,24,479,4.1,1.45,0.98,1.09,0.99,1.01,1.14,1.03,WIND 7 OUT,0.05688,21.3,393,340,400,+369,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,680776,Jarren Duran,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,16,479,4.2,1.07,1.16,1.08,1.19,1.01,1.14,1.03,WIND 7 OUT,0.0497,19.3,459,425,425,+418,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,660271,Shohei Ohtani,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,27,509,4.4,1.53,1.19,1.0,0.92,1.1,1.0,1.0,,0.0475,19.3,302,270,280,+418,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,663757,Trent Grisham,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,15,401,4.0,1.15,1.1,1.04,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.05177,19.2,700,,700,+421,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,641343,Jake Bauers,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,21,430,4.0,1.41,1.11,0.92,1.18,1.1,1.0,1.0,,0.05148,19.1,453,350,390,+424,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,665862,Jazz Chisholm Jr.,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,17,440,3.9,1.18,1.1,1.0,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.05106,18.5,550,,500,+441,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,547180,Bryce Harper,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,25,518,4.2,1.42,1.2,1.09,1.0,0.99,1.0,1.0,,0.04683,18.2,412,350,390,+449,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,571970,Max Muncy,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,22,418,3.8,1.49,1.09,1.1,0.92,1.1,1.0,1.0,,0.05104,18.1,,350,,+452,1,2,1,1,2026-08-14T05:31:36Z
2026-08-13,823669,665019,Kody Clemens,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,20,429,4.0,1.36,1.06,0.98,1.19,0.99,1.0,1.0,,0.04833,18.0,394,333,370,+456,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,678882,Ceddanne Rafaela,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,16,484,4.2,1.06,0.98,0.96,1.19,1.01,1.14,1.03,WIND 7 OUT,0.04378,17.1,650,375,575,+485,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,596142,Gary Sánchez,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,10,206,3.2,1.3,1.07,1.11,1.18,1.1,1.0,1.0,,0.05693,17.1,,,,+485,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,824561,678246,Miguel Vargas,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,25,515,4.4,1.43,1.15,0.99,0.99,1.05,0.9,1.03,WIND 5 IN,0.04159,17.0,600,,525,+488,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,680777,Ryan Jeffers,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,10,240,4.1,1.2,1.15,1.02,1.19,0.99,1.0,1.0,,0.04432,17.0,558,390,500,+488,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823995,687263,Zach Neto,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,20,528,4.5,1.18,1.05,1.06,1.05,1.02,1.0,1.0,,0.04059,17.0,498,400,475,+488,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,543807,George Springer,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,12,387,4.3,1.01,0.88,1.15,0.99,1.01,1.14,1.03,WIND 7 OUT,0.04178,16.8,434,450,475,+495,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,686527,Dominic Canzone,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,19,355,3.3,1.48,1.07,1.01,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.05396,16.7,650,,700,+499,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,677594,Julio Rodríguez,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,19,477,4.3,1.22,1.19,0.95,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.04153,16.7,800,,700,+499,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,671218,Heliot Ramos,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,9,335,4.1,0.93,0.98,1.08,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.04338,16.6,,,,+502,1,1,0,0,2026-08-14T05:31:36Z
2026-08-13,824238,693307,Dillon Dingler,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,26,473,4.2,1.56,0.86,0.97,0.91,0.95,1.0,1.04,,0.04199,16.5,1100,,950,+506,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823829,699013,Esmerlyn Valdez,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,14,207,3.9,1.62,1.02,0.99,1.0,0.92,1.0,1.0,ROOF,0.04499,16.4,1400,,1500,+510,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,824561,701398,Sal Stewart,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,26,518,4.3,1.47,1.08,1.02,0.91,1.05,0.9,1.03,WIND 5 IN,0.04021,16.2,,,,+517,1,5,1,1,2026-08-14T05:31:36Z
2026-08-13,823995,545361,Mike Trout,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,20,456,4.5,1.3,1.07,0.9,1.05,1.02,1.0,1.0,,0.03821,16.1,379,310,350,+521,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,824561,668709,JJ Bleday,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,20,384,4.2,1.46,1.09,1.03,0.91,1.05,0.9,1.03,WIND 5 IN,0.04076,16.0,750,,750,+525,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,642708,Amed Rosario,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,10,198,3.2,1.33,1.14,0.92,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.05268,15.9,,,,+529,1,1,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,668939,Adley Rutschman,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,8,293,4.2,0.94,0.97,1.0,1.19,1.01,1.14,1.03,WIND 7 OUT,0.04045,15.9,,,,+529,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,668904,Royce Lewis,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,13,357,4.1,1.12,1.0,1.02,1.19,0.99,1.0,1.0,,0.04133,15.9,475,400,425,+529,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,605141,Mookie Betts,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,15,354,4.2,1.25,0.91,1.03,0.92,1.1,1.0,1.0,,0.03973,15.7,488,425,475,+537,1,1,0,0,2026-08-14T05:31:36Z
2026-08-13,824561,682829,Elly De La Cruz,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,20,451,4.5,1.31,0.96,1.04,0.91,1.05,0.9,1.03,WIND 5 IN,0.03704,15.6,700,,625,+541,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,668227,Randy Arozarena,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,16,485,4.3,1.06,1.0,1.02,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.0388,15.6,850,,850,+541,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,676609,José Caballero,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,12,354,3.5,1.07,1.03,1.02,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.04723,15.6,1300,,1100,+541,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,824561,695657,Colson Montgomery,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,26,479,4.2,1.55,1.04,0.86,0.99,1.05,0.9,1.03,WIND 5 IN,0.03932,15.5,850,,625,+545,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,822696,682928,CJ Abrams,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,29,508,4.3,1.63,1.18,0.86,0.97,1.0,0.84,1.08,HOT 89F · WIND 8 IN,0.03788,15.3,386,300,350,+554,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,824561,553993,Eugenio Suárez,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,18,353,4.0,1.43,1.09,1.03,0.91,1.05,0.9,1.03,WIND 5 IN,0.03977,15.0,,,,+567,1,5,1,1,2026-08-14T05:31:36Z
2026-08-13,823829,665052,Griffin Conine,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,13,177,3.2,1.66,1.2,1.01,1.04,0.92,1.0,1.0,ROOF,0.04877,14.8,1400,,1100,+576,1,2,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,668930,Brice Turang,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,16,523,4.5,1.0,1.16,0.87,1.18,1.1,1.0,1.0,,0.03465,14.7,594,450,525,+580,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823829,664040,Brandon Lowe,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,25,503,4.4,1.45,1.19,0.86,1.0,0.92,1.0,1.0,ROOF,0.03524,14.6,950,,950,+585,1,6,0,0,2026-08-14T05:31:36Z
2026-08-13,823829,681715,Heriberto Hernández,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,17,325,3.6,1.44,0.94,1.01,1.04,0.92,1.0,1.0,ROOF,0.04259,14.5,,,,+590,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,681624,Andy Pages,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,19,517,4.3,1.15,1.05,1.0,0.92,1.1,1.0,1.0,,0.03546,14.4,372,425,370,+594,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,686797,Brooks Lee,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,17,466,4.0,1.14,1.14,0.92,1.19,0.99,1.0,1.0,,0.03797,14.3,660,475,575,+599,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,663728,Cal Raleigh,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,12,369,4.2,1.04,1.01,0.96,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.03577,14.2,550,,500,+604,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,641857,Ryan McMahon,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,10,291,3.2,1.07,1.14,1.0,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.04639,14.1,700,,700,+609,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,822696,673548,Seiya Suzuki,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,20,453,4.4,1.31,0.99,0.96,0.96,1.0,0.84,1.08,HOT 89F · WIND 8 IN,0.03383,14.1,,390,400,+609,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,823995,592626,Joc Pederson,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,22,363,3.3,1.64,1.14,1.02,0.86,1.02,1.0,1.0,,0.04498,14.1,348,340,330,+609,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,824238,666176,Jo Adell,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,18,495,4.1,1.14,0.8,1.11,0.94,0.95,1.0,1.04,,0.03601,14.0,1100,,950,+614,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822696,691718,Pete Crow-Armstrong,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,27,538,4.4,1.47,1.13,0.85,0.96,1.0,0.84,1.08,HOT 89F · WIND 8 IN,0.03368,14.0,,270,320,+614,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,702332,Caleb Durbin,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,11,426,3.8,0.9,0.97,1.0,1.19,1.01,1.14,1.03,WIND 7 OUT,0.03867,13.9,770,575,700,+619,1,5,1,1,2026-08-14T05:31:36Z
2026-08-13,823508,682987,Spencer Jones,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,5,142,3.2,1.06,0.95,0.98,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.04534,13.8,600,,500,+625,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,822696,664023,Ian Happ,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,20,498,4.3,1.23,1.09,1.03,0.96,1.0,0.84,1.08,HOT 89F · WIND 8 IN,0.03402,13.8,,425,475,+625,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,824238,679529,Spencer Torkelson,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,20,474,4.0,1.27,0.88,1.02,0.91,0.95,1.0,1.04,,0.03609,13.7,900,,850,+630,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,605137,Josh Bell,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,16,475,4.1,1.07,1.02,0.91,1.19,0.99,1.0,1.0,,0.03529,13.7,507,390,425,+630,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,592885,Christian Yelich,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,8,362,4.4,0.82,0.94,1.0,1.18,1.1,1.0,1.0,,0.03257,13.6,630,500,575,+635,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,656537,Derek Hill,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,9,174,3.2,1.32,1.01,1.1,1.0,0.99,1.0,1.0,,0.04418,13.5,,,,+641,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823995,608369,Corey Seager,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,12,263,4.2,1.28,1.13,0.99,0.86,1.02,1.0,1.0,,0.03389,13.5,429,350,390,+641,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,823995,694671,Wyatt Langford,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,13,294,4.3,1.27,1.05,0.95,0.86,1.02,1.0,1.0,,0.03226,13.2,515,400,475,+658,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,823995,669394,Jake Burger,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,19,464,4.0,1.24,1.02,1.04,0.86,1.02,1.0,1.0,,0.0345,13.1,467,425,425,+663,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,822696,686611,Dylan Crews,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,10,289,4.1,1.08,0.92,1.14,0.97,1.0,0.84,1.08,HOT 89F · WIND 8 IN,0.03348,13.0,448,500,475,+669,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,678011,Anthony Seigler,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,3,154,3.8,0.84,0.91,0.98,1.19,1.01,1.14,1.03,WIND 7 OUT,0.03572,12.9,,,,+675,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,607208,Trea Turner,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,17,524,4.4,1.05,1.13,0.97,1.0,0.99,1.0,1.0,,0.03097,12.9,514,500,525,+675,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,702284,Cole Young,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,14,485,4.0,0.96,0.88,0.96,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.03303,12.6,,,,+694,1,1,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,518692,Freddie Freeman,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,15,505,4.3,0.98,0.93,1.01,0.92,1.1,1.0,1.0,,0.03083,12.6,560,,575,+694,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822696,691781,Brady House,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,8,229,3.9,1.08,1.0,1.15,0.97,1.0,0.84,1.08,HOT 89F · WIND 8 IN,0.03371,12.5,,,,+700,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,655316,Andruw Monasterio,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,6,257,3.2,0.87,0.8,1.08,1.19,1.01,1.14,1.03,WIND 7 OUT,0.04047,12.4,630,700,625,+706,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,660821,Jesús Sánchez,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,8,261,3.2,1.0,0.91,1.12,0.99,1.01,1.14,1.03,WIND 7 OUT,0.04036,12.4,,,,+706,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823995,642350,Jose Siri,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,7,144,3.2,1.25,0.94,1.0,1.05,1.02,1.0,1.0,,0.04069,12.4,,,,+706,1,4,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,642201,Eli White,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,5,156,3.2,1.02,0.93,0.91,1.19,1.01,1.14,1.03,WIND 7 OUT,0.04003,12.3,,,,+713,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,686765,Nick Sogard,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,0,103,4.1,0.66,0.8,1.11,1.19,1.01,1.14,1.03,WIND 7 OUT,0.03147,12.3,830,775,750,+713,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823669,664761,Alec Bohm,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,13,473,4.0,0.93,0.86,1.14,1.0,0.99,1.0,1.0,,0.03234,12.3,820,700,750,+713,1,5,0,0,2026-08-14T05:31:36Z
2026-08-13,823915,606192,Teoscar Hernández,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,11,331,3.8,1.06,1.08,1.03,0.92,1.1,1.0,1.0,,0.03384,12.3,418,350,400,+713,1,3,0,0,2026-08-14T05:31:36Z
2026-08-13,822776,663330,Jahmai Jones,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,4,128,3.2,1.01,0.93,0.91,1.19,1.01,1.14,1.03,WIND 7 OUT,0.03985,12.2,,,,+720,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823829,691788,Joe Mack,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,11,236,3.2,1.29,1.14,1.05,1.04,0.92,1.0,1.0,ROOF,0.03939,12.1,,,,+726,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,806068,Colt Emerson,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,8,241,3.5,1.05,1.04,0.96,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.03608,12.1,,,,+726,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,669224,Austin Wells,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,8,273,3.2,0.98,1.01,0.93,1.04,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.0395,12.1,,,,+726,0,0,0,0,2026-08-14T05:31:36Z
2026-08-13,824238,682657,Angel Martínez,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,12,297,3.7,1.19,1.11,0.99,0.94,0.95,1.0,1.04,,0.03389,12.0,,,,+733,1,1,0,0,2026-08-14T05:31:36Z
2026-08-13,823508,680977,Brendan Donovan,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,3,123,3.8,0.92,0.9,0.99,0.86,1.08,1.18,1.06,HOT 85F · WIND 9 OUT,0.03296,12.0,1300,,1100,+733,1,4,0,0,2026-08-14T05:31:36Z
