id,kind,so,denom,season
571578,C,1860,8809,career-thru-2025
571927,C,940,4283,career-thru-2025
571945,C,895,5218,career-thru-2025
571948,C,321,1437,career-thru-2025
572143,C,230,1104,career-thru-2025
572955,C,379,1332,career-thru-2025
573009,C,194,923,career-thru-2025
573124,C,626,2256,career-thru-2025
573204,C,403,1546,career-thru-2025
579328,C,1011,4243,career-thru-2025
592094,C,390,1352,career-thru-2025
592155,C,78,326,career-thru-2025
592332,C,1954,7986,career-thru-2025
592454,C,502,1833,career-thru-2025
592662,C,1734,6097,career-thru-2025
592773,C,531,1956,career-thru-2025
592779,C,190,822,career-thru-2025
592791,C,1073,5128,career-thru-2025
592826,C,822,3295,career-thru-2025
592836,C,1088,5423,career-thru-2025
592866,C,825,4361,career-thru-2025
593958,C,1297,5579,career-thru-2025
593974,C,376,1959,career-thru-2025
594027,C,111,493,career-thru-2025
594580,C,189,767,career-thru-2025
594798,C,1851,6045,career-thru-2025
594835,C,688,3920,career-thru-2025
595014,C,596,2386,career-thru-2025
595345,C,337,1249,career-thru-2025
595978,C,2,38,career-thru-2025
596001,C,768,3605,career-thru-2025
596117,C,1,37,career-thru-2025
596133,C,746,3129,career-thru-2025
596142,C,0,7,career-thru-2025
601713,C,1329,5107,career-thru-2025
605130,C,536,1939,career-thru-2025
605135,C,1191,5410,career-thru-2025
605154,C,414,1615,career-thru-2025
605156,C,142,928,career-thru-2025
605218,C,334,1192,career-thru-2025
605280,C,489,2168,career-thru-2025
605288,C,576,3137,career-thru-2025
605335,C,8,68,career-thru-2025
605400,C,1876,7039,career-thru-2025
605441,C,93,448,career-thru-2025
605447,C,332,1140,career-thru-2025
605452,C,508,2456,career-thru-2025
605483,C,1440,4791,career-thru-2025
605488,C,497,2033,career-thru-2025
605540,C,871,2984,career-thru-2025
606115,C,0,15,career-thru-2025
606303,C,244,1115,career-thru-2025
606965,C,429,1701,career-thru-2025
606996,C,50,246,career-thru-2025
607067,C,493,2566,career-thru-2025
607074,C,1409,5378,career-thru-2025
607192,C,952,3085,career-thru-2025
607200,C,589,3361,career-thru-2025
607259,C,670,3987,career-thru-2025
607455,C,220,1025,career-thru-2025
607481,C,429,1640,career-thru-2025
607536,C,944,5466,career-thru-2025
607625,C,954,4098,career-thru-2025
608032,C,494,2086,career-thru-2025
608331,C,1052,4415,career-thru-2025
608337,C,1198,4873,career-thru-2025
608344,C,434,2540,career-thru-2025
608348,C,1,46,career-thru-2025
608371,C,366,1383,career-thru-2025
608372,C,106,675,career-thru-2025
608379,C,1416,6846,career-thru-2025
608566,C,1069,4907,career-thru-2025
608650,C,76,309,career-thru-2025
608718,C,496,2488,career-thru-2025
608723,C,343,1552,career-thru-2025
615698,C,622,3577,career-thru-2025
620443,C,0,19,career-thru-2025
621016,C,122,555,career-thru-2025
621053,C,116,453,career-thru-2025
621074,C,120,531,career-thru-2025
621097,C,90,476,career-thru-2025
621107,C,922,4501,career-thru-2025
621111,C,846,3467,career-thru-2025
621112,C,363,2025,career-thru-2025
621121,C,861,3291,career-thru-2025
621139,C,43,191,career-thru-2025
621237,C,469,1586,career-thru-2025
621242,C,839,2105,career-thru-2025
621345,C,436,1482,career-thru-2025
621366,C,214,1085,career-thru-2025
621381,C,582,2130,career-thru-2025
621383,C,239,1050,career-thru-2025
621389,C,293,2280,career-thru-2025
622088,C,96,301,career-thru-2025
622491,C,1493,5824,career-thru-2025
622554,C,360,1291,career-thru-2025
622608,C,531,3624,career-thru-2025
622663,C,1073,4488,career-thru-2025
622694,C,285,1310,career-thru-2025
622761,C,0,11,career-thru-2025
623149,C,470,1644,career-thru-2025
623168,C,0,34,career-thru-2025
623211,C,213,877,career-thru-2025
623352,C,829,2019,career-thru-2025
623381,C,102,520,career-thru-2025
623437,C,129,643,career-thru-2025
623454,C,30,204,career-thru-2025
623465,C,291,1043,career-thru-2025
623474,C,222,983,career-thru-2025
624133,C,705,3197,career-thru-2025
624431,C,1,25,career-thru-2025
624512,C,0,9,career-thru-2025
624522,C,225,980,career-thru-2025
625643,C,766,3459,career-thru-2025
628452,C,869,2962,career-thru-2025
628708,C,105,523,career-thru-2025
640448,C,343,1457,career-thru-2025
640451,C,201,749,career-thru-2025
640454,C,8,48,career-thru-2025
640455,C,1184,5196,career-thru-2025
641302,C,445,2324,career-thru-2025
641312,C,128,766,career-thru-2025
641329,C,234,848,career-thru-2025
641386,C,49,224,career-thru-2025
641401,C,195,812,career-thru-2025
641585,C,128,718,career-thru-2025
641656,C,161,632,career-thru-2025
641743,C,88,393,career-thru-2025
641745,C,613,3416,career-thru-2025
641755,C,342,1438,career-thru-2025
641778,C,669,3003,career-thru-2025
641793,C,496,2514,career-thru-2025
641816,C,753,3122,career-thru-2025
641835,C,319,1344,career-thru-2025
641927,C,604,2516,career-thru-2025
641941,C,581,2050,career-thru-2025
642048,C,112,563,career-thru-2025
642100,C,214,736,career-thru-2025
642121,C,180,714,career-thru-2025
642152,C,336,1428,career-thru-2025
642207,C,465,1211,career-thru-2025
642215,C,0,16,career-thru-2025
642232,C,654,3472,career-thru-2025
642397,C,410,1686,career-thru-2025
642528,C,232,1057,career-thru-2025
642546,C,150,673,career-thru-2025
642547,C,1153,3853,career-thru-2025
642701,C,269,1218,career-thru-2025
642759,C,9,53,career-thru-2025
643361,C,32,234,career-thru-2025
643377,C,405,1483,career-thru-2025
643410,C,396,1544,career-thru-2025
643511,C,306,1736,career-thru-2025
645261,C,931,4425,career-thru-2025
646241,C,5,34,career-thru-2025
647315,C,126,707,career-thru-2025
647336,C,379,1742,career-thru-2025
650556,C,448,1369,career-thru-2025
650633,C,559,2069,career-thru-2025
650644,C,665,3072,career-thru-2025
650911,C,509,2193,career-thru-2025
650960,C,28,165,career-thru-2025
656212,C,20,175,career-thru-2025
656222,C,376,1753,career-thru-2025
656234,C,216,1025,career-thru-2025
656240,C,61,316,career-thru-2025
656271,C,249,1109,career-thru-2025
656288,C,553,2502,career-thru-2025
656302,C,1231,4304,career-thru-2025
656427,C,1130,4120,career-thru-2025
656457,C,117,628,career-thru-2025
656464,C,283,1094,career-thru-2025
656492,C,5,38,career-thru-2025
656529,C,223,877,career-thru-2025
656546,C,563,2342,career-thru-2025
656550,C,193,774,career-thru-2025
656577,C,0,8,career-thru-2025
656605,C,837,3818,career-thru-2025
656638,C,222,817,career-thru-2025
656641,C,125,581,career-thru-2025
656686,C,76,368,career-thru-2025
656716,C,0,15,career-thru-2025
656730,C,241,834,career-thru-2025
656756,C,788,3671,career-thru-2025
656786,C,26,149,career-thru-2025
656794,C,529,2296,career-thru-2025
656848,C,31,169,career-thru-2025
656849,C,614,2671,career-thru-2025
656876,C,428,1840,career-thru-2025
656945,C,546,1836,career-thru-2025
656986,C,81,329,career-thru-2025
657044,C,208,997,career-thru-2025
657097,C,244,1060,career-thru-2025
657265,C,86,358,career-thru-2025
657277,C,994,4350,career-thru-2025
657424,C,47,214,career-thru-2025
657514,C,157,679,career-thru-2025
657571,C,365,1412,career-thru-2025
657612,C,276,1654,career-thru-2025
657649,C,153,710,career-thru-2025
657746,C,719,2603,career-thru-2025
657756,C,96,566,career-thru-2025
660271,C,670,2139,career-thru-2025
660604,C,8,46,career-thru-2025
660761,C,362,1759,career-thru-2025
660787,C,72,376,career-thru-2025
660825,C,144,565,career-thru-2025
660853,C,323,1335,career-thru-2025
661395,C,319,1036,career-thru-2025
661527,C,126,615,career-thru-2025
661563,C,255,1029,career-thru-2025
662253,C,354,1046,career-thru-2025
663158,C,219,826,career-thru-2025
663362,C,167,823,career-thru-2025
663372,C,291,1489,career-thru-2025
663423,C,379,1714,career-thru-2025
663432,C,247,896,career-thru-2025
663436,C,199,1090,career-thru-2025
663460,C,444,2030,career-thru-2025
663465,C,269,1467,career-thru-2025
663485,C,198,834,career-thru-2025
663542,C,88,350,career-thru-2025
663554,C,365,1869,career-thru-2025
663556,C,456,1627,career-thru-2025
663558,C,117,406,career-thru-2025
663559,C,346,1942,career-thru-2025
663567,C,181,1105,career-thru-2025
663568,C,116,672,career-thru-2025
663574,C,199,727,career-thru-2025
663623,C,379,2086,career-thru-2025
663687,C,182,866,career-thru-2025
663738,C,295,1597,career-thru-2025
663765,C,168,1125,career-thru-2025
663767,C,39,217,career-thru-2025
663776,C,529,2334,career-thru-2025
663855,C,409,1836,career-thru-2025
663878,C,160,694,career-thru-2025
663893,C,127,494,career-thru-2025
663903,C,808,3650,career-thru-2025
663941,C,123,653,career-thru-2025
663947,C,221,1029,career-thru-2025
663967,C,0,4,career-thru-2025
663969,C,80,473,career-thru-2025
663978,C,529,2441,career-thru-2025
663992,C,102,484,career-thru-2025
664074,C,48,245,career-thru-2025
664076,C,221,737,career-thru-2025
664126,C,332,1105,career-thru-2025
664129,C,81,406,career-thru-2025
664141,C,346,1506,career-thru-2025
664192,C,419,1829,career-thru-2025
664199,C,304,1421,career-thru-2025
664208,C,539,2018,career-thru-2025
664238,C,0,10,career-thru-2025
664285,C,1053,4483,career-thru-2025
664299,C,598,2217,career-thru-2025
664353,C,329,1676,career-thru-2025
664744,C,6,14,career-thru-2025
664849,C,78,269,career-thru-2025
664854,C,377,1314,career-thru-2025
664875,C,211,951,career-thru-2025
664991,C,31,133,career-thru-2025
665152,C,578,2836,career-thru-2025
665622,C,138,675,career-thru-2025
665645,C,24,113,career-thru-2025
665660,C,50,183,career-thru-2025
665665,C,73,381,career-thru-2025
665795,C,478,1844,career-thru-2025
665871,C,271,1406,career-thru-2025
666129,C,320,1386,career-thru-2025
666142,C,461,1585,career-thru-2025
666157,C,456,1742,career-thru-2025
666171,C,91,321,career-thru-2025
666200,C,775,2904,career-thru-2025
666201,C,412,1763,career-thru-2025
666277,C,117,532,career-thru-2025
666374,C,227,729,career-thru-2025
666619,C,77,386,career-thru-2025
666661,C,36,152,career-thru-2025
666711,C,17,86,career-thru-2025
666745,C,101,557,career-thru-2025
666808,C,354,1225,career-thru-2025
666974,C,204,880,career-thru-2025
667297,C,138,542,career-thru-2025
667463,C,165,1093,career-thru-2025
667755,C,305,1377,career-thru-2025
668390,C,49,239,career-thru-2025
668670,C,0,22,career-thru-2025
668674,C,188,753,career-thru-2025
668678,C,1060,4142,career-thru-2025
668716,C,21,98,career-thru-2025
668820,C,61,349,career-thru-2025
668834,C,16,98,career-thru-2025
668873,C,21,137,career-thru-2025
668881,C,617,2060,career-thru-2025
668909,C,333,1381,career-thru-2025
668933,C,303,1722,career-thru-2025
668941,C,183,803,career-thru-2025
668942,C,1,21,career-thru-2025
668964,C,165,789,career-thru-2025
668970,C,51,235,career-thru-2025
668984,C,73,327,career-thru-2025
669020,C,25,193,career-thru-2025
669022,C,589,2302,career-thru-2025
669060,C,333,2010,career-thru-2025
669062,C,109,412,career-thru-2025
669084,C,113,497,career-thru-2025
669093,C,223,637,career-thru-2025
669145,C,127,725,career-thru-2025
669160,C,297,1356,career-thru-2025
669165,C,6,33,career-thru-2025
669169,C,89,616,career-thru-2025
669194,C,370,1937,career-thru-2025
669199,C,86,336,career-thru-2025
669211,C,377,1565,career-thru-2025
669212,C,266,1136,career-thru-2025
669270,C,76,407,career-thru-2025
669276,C,238,817,career-thru-2025
669302,C,884,3377,career-thru-2025
669330,C,289,1266,career-thru-2025
669358,C,293,1196,career-thru-2025
669371,C,52,241,career-thru-2025
669372,C,128,534,career-thru-2025
669373,C,889,3056,career-thru-2025
669387,C,169,780,career-thru-2025
669432,C,521,2221,career-thru-2025
669438,C,101,531,career-thru-2025
669456,C,995,3574,career-thru-2025
669461,C,272,1442,career-thru-2025
669467,C,321,1983,career-thru-2025
669620,C,27,149,career-thru-2025
669622,C,189,757,career-thru-2025
669684,C,79,360,career-thru-2025
669704,C,24,105,career-thru-2025
669711,C,148,676,career-thru-2025
669713,C,212,925,career-thru-2025
669724,C,66,403,career-thru-2025
669854,C,273,1133,career-thru-2025
669920,C,111,657,career-thru-2025
669923,C,621,2601,career-thru-2025
669947,C,70,415,career-thru-2025
670032,C,0,21,career-thru-2025
670036,C,182,729,career-thru-2025
670059,C,156,706,career-thru-2025
670090,C,37,192,career-thru-2025
670097,C,1,32,career-thru-2025
670103,C,1,7,career-thru-2025
670167,C,273,1092,career-thru-2025
670183,C,5,37,career-thru-2025
670280,C,389,1317,career-thru-2025
670329,C,59,311,career-thru-2025
670871,C,16,84,career-thru-2025
670912,C,321,1593,career-thru-2025
670950,C,616,2430,career-thru-2025
670970,C,214,884,career-thru-2025
670990,C,218,914,career-thru-2025
671096,C,383,1729,career-thru-2025
671106,C,320,1645,career-thru-2025
671109,C,16,87,career-thru-2025
671111,C,37,214,career-thru-2025
671131,C,86,452,career-thru-2025
671162,C,5,31,career-thru-2025
671212,C,129,512,career-thru-2025
671345,C,150,827,career-thru-2025
671737,C,410,1643,career-thru-2025
671922,C,207,589,career-thru-2025
672282,C,498,1941,career-thru-2025
672335,C,218,1057,career-thru-2025
672456,C,149,801,career-thru-2025
672582,C,150,760,career-thru-2025
672782,C,72,339,career-thru-2025
673380,C,59,176,career-thru-2025
673513,C,130,529,career-thru-2025
673540,C,320,1196,career-thru-2025
673929,C,107,411,career-thru-2025
674003,C,121,542,career-thru-2025
674370,C,179,858,career-thru-2025
674444,C,57,269,career-thru-2025
674841,C,20,98,career-thru-2025
675512,C,36,180,career-thru-2025
675540,C,99,639,career-thru-2025
675627,C,151,651,career-thru-2025
675848,C,68,261,career-thru-2025
675911,C,626,1881,career-thru-2025
675916,C,253,697,career-thru-2025
675919,C,1,7,career-thru-2025
675989,C,40,200,career-thru-2025
676051,C,86,394,career-thru-2025
676083,C,111,636,career-thru-2025
676105,C,27,87,career-thru-2025
676106,C,109,700,career-thru-2025
676130,C,180,780,career-thru-2025
676254,C,237,837,career-thru-2025
676263,C,74,307,career-thru-2025
676282,C,152,564,career-thru-2025
676395,C,176,647,career-thru-2025
676428,C,106,452,career-thru-2025
676440,C,490,2057,career-thru-2025
676467,C,72,379,career-thru-2025
676477,C,343,1281,career-thru-2025
676508,C,83,370,career-thru-2025
676510,C,2,7,career-thru-2025
676534,C,168,711,career-thru-2025
676568,C,1,15,career-thru-2025
676571,C,27,110,career-thru-2025
676596,C,161,1106,career-thru-2025
676604,C,73,296,career-thru-2025
676617,C,59,259,career-thru-2025
676661,C,35,224,career-thru-2025
676664,C,466,2364,career-thru-2025
676680,C,62,297,career-thru-2025
676684,C,284,1200,career-thru-2025
676702,C,59,294,career-thru-2025
676742,C,4,34,career-thru-2025
676755,C,54,244,career-thru-2025
676760,C,149,527,career-thru-2025
676775,C,92,452,career-thru-2025
676879,C,274,997,career-thru-2025
676917,C,46,242,career-thru-2025
676962,C,185,694,career-thru-2025
676974,C,120,559,career-thru-2025
676979,C,549,1725,career-thru-2025
677020,C,31,128,career-thru-2025
677053,C,167,530,career-thru-2025
677161,C,113,495,career-thru-2025
677865,C,69,386,career-thru-2025
677944,C,193,994,career-thru-2025
677952,C,71,292,career-thru-2025
677955,C,37,174,career-thru-2025
677958,C,70,342,career-thru-2025
677960,C,235,1212,career-thru-2025
677961,C,1,12,career-thru-2025
677976,C,85,610,career-thru-2025
678020,C,49,219,career-thru-2025
678022,C,37,161,career-thru-2025
678368,C,98,643,career-thru-2025
678394,C,464,2338,career-thru-2025
678606,C,121,595,career-thru-2025
678906,C,46,194,career-thru-2025
679358,C,41,189,career-thru-2025
679775,C,22,115,career-thru-2025
679883,C,16,56,career-thru-2025
680570,C,259,1006,career-thru-2025
680573,C,232,1084,career-thru-2025
680604,C,1,16,career-thru-2025
680689,C,43,258,career-thru-2025
680694,C,379,1469,career-thru-2025
680702,C,10,77,career-thru-2025
680704,C,239,875,career-thru-2025
680723,C,32,170,career-thru-2025
680730,C,236,1371,career-thru-2025
680732,C,155,672,career-thru-2025
680736,C,102,434,career-thru-2025
680742,C,52,211,career-thru-2025
680744,C,17,101,career-thru-2025
680755,C,62,202,career-thru-2025
680767,C,126,579,career-thru-2025
680951,C,5,23,career-thru-2025
681006,C,36,151,career-thru-2025
681035,C,39,197,career-thru-2025
681151,C,8,47,career-thru-2025
681168,C,20,84,career-thru-2025
681190,C,173,1167,career-thru-2025
681217,C,105,437,career-thru-2025
681293,C,202,788,career-thru-2025
681343,C,145,616,career-thru-2025
681347,C,99,416,career-thru-2025
681402,C,47,218,career-thru-2025
681432,C,44,154,career-thru-2025
681517,C,115,569,career-thru-2025
681676,C,105,425,career-thru-2025
681751,C,10,35,career-thru-2025
681799,C,41,195,career-thru-2025
681806,C,126,490,career-thru-2025
681810,C,47,236,career-thru-2025
681867,C,113,678,career-thru-2025
681870,C,61,168,career-thru-2025
681892,C,91,391,career-thru-2025
681895,C,25,80,career-thru-2025
681911,C,369,1132,career-thru-2025
681916,C,4,48,career-thru-2025
681982,C,133,573,career-thru-2025
682052,C,129,499,career-thru-2025
682120,C,145,572,career-thru-2025
682227,C,110,550,career-thru-2025
682243,C,364,1633,career-thru-2025
682254,C,80,246,career-thru-2025
682274,C,21,84,career-thru-2025
682610,C,84,430,career-thru-2025
682825,C,21,96,career-thru-2025
682842,C,143,491,career-thru-2025
682989,C,22,125,career-thru-2025
682995,C,3,12,career-thru-2025
683003,C,132,504,career-thru-2025
683004,C,179,819,career-thru-2025
683155,C,105,645,career-thru-2025
683175,C,58,194,career-thru-2025
683232,C,174,705,career-thru-2025
683409,C,71,408,career-thru-2025
683618,C,23,92,career-thru-2025
683627,C,65,424,career-thru-2025
683766,C,0,16,career-thru-2025
683769,C,168,774,career-thru-2025
684007,C,291,1261,career-thru-2025
684320,C,151,666,career-thru-2025
684974,C,7,41,career-thru-2025
685005,C,3,12,career-thru-2025
685126,C,76,332,career-thru-2025
685299,C,88,497,career-thru-2025
685801,C,36,133,career-thru-2025
686218,C,153,539,career-thru-2025
686228,C,14,65,career-thru-2025
686563,C,177,988,career-thru-2025
686580,C,83,361,career-thru-2025
686610,C,165,785,career-thru-2025
686613,C,585,2186,career-thru-2025
686747,C,44,252,career-thru-2025
686751,C,17,72,career-thru-2025
686753,C,61,285,career-thru-2025
686790,C,15,70,career-thru-2025
686799,C,97,778,career-thru-2025
686930,C,18,104,career-thru-2025
686973,C,216,923,career-thru-2025
686993,C,74,285,career-thru-2025
687064,C,47,256,career-thru-2025
687075,C,17,84,career-thru-2025
687209,C,13,43,career-thru-2025
687223,C,27,175,career-thru-2025
687330,C,154,725,career-thru-2025
687377,C,28,143,career-thru-2025
687396,C,65,222,career-thru-2025
687473,C,97,453,career-thru-2025
687606,C,28,110,career-thru-2025
687765,C,192,1026,career-thru-2025
687849,C,16,76,career-thru-2025
687911,C,101,384,career-thru-2025
687931,C,16,102,career-thru-2025
688107,C,21,143,career-thru-2025
688158,C,50,193,career-thru-2025
688297,C,48,256,career-thru-2025
688497,C,22,72,career-thru-2025
688642,C,19,138,career-thru-2025
689017,C,111,471,career-thru-2025
689147,C,145,537,career-thru-2025
689225,C,170,876,career-thru-2025
689254,C,56,215,career-thru-2025
689266,C,47,309,career-thru-2025
689520,C,7,26,career-thru-2025
689690,C,47,220,career-thru-2025
690829,C,44,210,career-thru-2025
690925,C,38,119,career-thru-2025
690928,C,45,256,career-thru-2025
690953,C,39,174,career-thru-2025
690986,C,191,835,career-thru-2025
690990,C,97,476,career-thru-2025
690997,C,57,188,career-thru-2025
691548,C,5,21,career-thru-2025
691587,C,213,759,career-thru-2025
691594,C,1,54,career-thru-2025
691769,C,5,18,career-thru-2025
691799,C,54,157,career-thru-2025
691951,C,22,140,career-thru-2025
692030,C,1,9,career-thru-2025
692230,C,20,107,career-thru-2025
693312,C,96,436,career-thru-2025
693313,C,26,156,career-thru-2025
693433,C,392,1574,career-thru-2025
693645,C,84,304,career-thru-2025
693821,C,352,1864,career-thru-2025
693855,C,64,242,career-thru-2025
694037,C,110,403,career-thru-2025
694297,C,426,1948,career-thru-2025
694335,C,68,234,career-thru-2025
694350,C,28,138,career-thru-2025
694361,C,28,108,career-thru-2025
694363,C,98,633,career-thru-2025
694462,C,58,265,career-thru-2025
694477,C,127,503,career-thru-2025
694646,C,12,69,career-thru-2025
694738,C,149,693,career-thru-2025
694819,C,87,273,career-thru-2025
694851,C,12,61,career-thru-2025
694918,C,10,78,career-thru-2025
694973,C,386,1247,career-thru-2025
695076,C,22,128,career-thru-2025
695243,C,246,622,career-thru-2025
695418,C,108,546,career-thru-2025
695445,C,36,148,career-thru-2025
695505,C,67,188,career-thru-2025
695534,C,7,40,career-thru-2025
695549,C,41,234,career-thru-2025
696131,C,36,188,career-thru-2025
696136,C,79,426,career-thru-2025
696147,C,32,171,career-thru-2025
696149,C,31,124,career-thru-2025
696270,C,16,72,career-thru-2025
697812,C,11,35,career-thru-2025
699134,C,9,31,career-thru-2025
700241,C,76,486,career-thru-2025
700249,C,187,840,career-thru-2025
700270,C,20,134,career-thru-2025
700363,C,66,315,career-thru-2025
700669,C,46,224,career-thru-2025
701121,C,7,49,career-thru-2025
701519,C,31,158,career-thru-2025
701542,C,200,821,career-thru-2025
701552,C,18,91,career-thru-2025
701656,C,33,99,career-thru-2025
702056,C,16,62,career-thru-2025
702070,C,114,556,career-thru-2025
702352,C,98,545,career-thru-2025
702752,C,1,6,career-thru-2025
800048,C,38,165,career-thru-2025
800311,C,12,69,career-thru-2025
801139,C,19,74,career-thru-2025
801403,C,82,441,career-thru-2025
801434,C,8,39,career-thru-2025
804636,C,22,87,career-thru-2025
805123,C,35,124,career-thru-2025
805299,C,14,66,career-thru-2025
805427,C,3,19,career-thru-2025
805673,C,131,531,career-thru-2025
806188,C,43,230,career-thru-2025
806960,C,43,199,career-thru-2025
808963,C,28,161,career-thru-2025
808967,C,306,1052,career-thru-2025
813349,C,29,79,career-thru-2025
815083,C,24,107,career-thru-2025
820862,C,39,152,career-thru-2025
