date,pk,player_id,name,team,opp,home,opp_sp,opp_sp_id,sp_hand,season_hr,season_pa,exp_pa,f_bat,f_platoon,f_pit,f_park,f_wind,wind,p,odds_dk,odds_mgm,odds_czr,fair
2026-08-13,824561,701398,Sal Stewart,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,25,515,4.3,1.43,1.07,0.87,1.05,0.88,WIND 6 IN,15.1,419,390,400,+562
2026-08-13,823915,681624,Andy Pages,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,19,517,4.3,1.15,1.05,0.92,1.1,1.0,,15.1,363,400,370,+562
2026-08-13,823508,676609,José Caballero,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,12,353,3.5,1.07,1.03,1.05,1.08,1.18,WIND 9 OUT,15.0,,,,+567
2026-08-13,823669,607208,Trea Turner,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,17,524,4.4,1.05,1.13,1.0,0.99,1.0,,14.9,532,525,525,+571
2026-08-13,823508,668227,Randy Arozarena,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,16,483,4.3,1.06,1.0,0.86,1.08,1.18,WIND 9 OUT,14.5,511,360,500,+590
2026-08-13,823995,694671,Wyatt Langford,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,13,294,4.3,1.27,1.05,0.86,1.02,1.0,,14.5,492,425,500,+590
2026-08-13,824238,693307,Dillon Dingler,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,26,471,4.2,1.57,0.86,0.92,0.95,1.0,,14.4,620,400,575,+594
2026-08-13,823508,671218,Heliot Ramos,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,9,335,4.1,0.93,0.98,1.05,1.08,1.18,WIND 9 OUT,14.4,432,360,390,+594
2026-08-13,823508,663728,Cal Raleigh,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,12,367,4.2,1.05,1.01,0.86,1.08,1.18,WIND 9 OUT,14.1,293,350,320,+609
2026-08-13,823915,605141,Mookie Betts,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,15,354,4.2,1.25,0.91,0.92,1.1,1.0,,14.0,466,400,425,+614
2026-08-13,824561,553993,Eugenio Suárez,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,17,350,4.0,1.38,1.07,0.87,1.05,0.88,WIND 6 IN,13.7,404,340,400,+630
2026-08-13,823829,681715,Heriberto Hernández,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,17,325,3.6,1.44,0.94,1.05,0.92,1.0,ROOF,13.7,,,,+630
2026-08-13,822776,702332,Caleb Durbin,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,11,426,3.8,0.9,0.97,1.19,1.01,1.16,WIND 8 OUT,13.4,810,575,700,+646
2026-08-13,822696,621438,Tyrone Taylor,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,10,176,3.2,1.4,1.06,0.96,1.0,1.0,,13.4,,,,+646
2026-08-13,822696,695734,Daylen Lile,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,15,496,4.1,0.99,1.16,0.97,1.0,1.0,,13.4,539,525,500,+646
2026-08-13,823915,661388,William Contreras,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,11,481,4.3,0.82,1.01,1.18,1.1,1.0,,13.4,516,425,500,+646
2026-08-13,824561,682829,Elly De La Cruz,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,20,448,4.5,1.32,0.96,0.87,1.05,0.88,WIND 6 IN,13.3,429,425,400,+652
2026-08-13,823829,691788,Joe Mack,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,11,236,3.2,1.29,1.14,1.05,0.92,1.0,ROOF,13.2,,,,+658
2026-08-13,822696,608324,Alex Bregman,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,16,542,4.6,0.98,1.05,0.96,1.0,1.0,,13.2,610,500,575,+658
2026-08-13,822696,621020,Dansby Swanson,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,18,452,3.9,1.21,1.0,0.96,1.0,1.0,,13.2,573,550,575,+658
2026-08-13,823669,669016,Brandon Marsh,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,16,461,3.9,1.1,1.07,1.0,0.99,1.0,,13.2,600,575,625,+658
2026-08-13,824238,682657,Angel Martínez,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,12,297,3.7,1.19,1.11,0.95,0.95,1.0,,13.0,,,,+669
2026-08-13,823829,683357,Owen Caissie,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,12,273,3.2,1.25,1.14,1.05,0.92,1.0,ROOF,12.9,575,600,575,+675
2026-08-13,822776,543807,George Springer,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,12,387,4.3,1.01,0.88,0.99,1.01,1.16,WIND 8 OUT,12.9,,450,475,+675
2026-08-13,823995,669394,Jake Burger,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,19,464,4.0,1.24,1.02,0.86,1.02,1.0,,12.9,490,425,475,+675
2026-08-13,823915,592885,Christian Yelich,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,8,362,4.4,0.82,0.94,1.18,1.1,1.0,,12.8,610,475,575,+681
2026-08-13,823915,606192,Teoscar Hernández,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,11,331,3.8,1.06,1.08,0.92,1.1,1.0,,12.8,409,340,400,+681
2026-08-13,823508,682987,Spencer Jones,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,5,141,3.2,1.07,0.95,1.05,1.08,1.18,WIND 9 OUT,12.7,449,340,400,+687
2026-08-13,824561,545341,Randal Grichuk,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,9,186,3.2,1.28,1.13,1.0,1.05,0.88,WIND 6 IN,12.5,513,350,475,+700
2026-08-13,822696,665953,Andrés Chaparro,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,6,121,3.2,1.24,1.11,0.97,1.0,1.0,,12.5,,,,+700
2026-08-13,824238,800050,Chase DeLauter,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,13,439,4.3,0.98,1.11,0.95,0.95,1.0,,12.4,492,425,500,+706
2026-08-13,824238,663993,Nathaniel Lowe,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,13,297,3.3,1.26,1.12,0.95,0.95,1.0,,12.4,454,450,425,+706
2026-08-13,823508,669224,Austin Wells,New York Yankees,Seattle Mariners,1,Logan Gilbert,669302,R,8,273,3.2,0.98,1.01,1.05,1.08,1.18,WIND 9 OUT,12.4,,425,500,+706
2026-08-13,822776,642201,Eli White,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,5,156,3.2,1.02,0.93,1.19,1.01,1.16,WIND 8 OUT,12.4,,,,+706
2026-08-13,823669,656537,Derek Hill,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,9,174,3.2,1.32,1.01,1.0,0.99,1.0,,12.4,,,,+706
2026-08-13,823508,806068,Colt Emerson,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,8,241,3.5,1.05,1.04,0.86,1.08,1.18,WIND 9 OUT,12.3,,,,+713
2026-08-13,822776,663330,Jahmai Jones,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,4,128,3.2,1.01,0.93,1.19,1.01,1.16,WIND 8 OUT,12.2,,,,+720
2026-08-13,822776,678218,Brandon Valenzuela,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,8,218,3.2,1.11,1.0,0.99,1.01,1.16,WIND 8 OUT,12.0,,,,+733
2026-08-13,822696,691781,Brady House,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,8,229,3.9,1.08,1.0,0.97,1.0,1.0,,12.0,,,,+733
2026-08-13,822776,678011,Anthony Seigler,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,3,154,3.8,0.84,0.91,1.19,1.01,1.16,WIND 8 OUT,11.9,,,,+740
2026-08-13,823995,642350,Jose Siri,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,7,144,3.2,1.25,0.94,1.05,1.02,1.0,,11.8,,,,+747
2026-08-13,823995,687093,Vaughn Grissom,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,7,303,3.8,0.85,1.17,1.05,1.02,1.0,,11.8,880,700,750,+747
2026-08-13,823995,666139,Josh Lowe,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,8,231,3.2,1.07,1.09,1.05,1.02,1.0,,11.7,700,575,700,+755
2026-08-13,822696,686611,Dylan Crews,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,10,289,4.1,1.08,0.92,0.97,1.0,1.0,,11.6,448,500,425,+762
2026-08-13,823915,518692,Freddie Freeman,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,15,505,4.3,0.98,0.93,0.92,1.1,1.0,,11.6,557,,575,+762
2026-08-13,824238,679529,Spencer Torkelson,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,20,472,4.0,1.27,0.88,0.92,0.95,1.0,,11.5,470,380,425,+770
2026-08-13,823915,669003,Garrett Mitchell,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,8,406,3.7,0.76,1.05,1.18,1.1,1.0,,11.2,575,475,525,+793
2026-08-13,823829,687462,Spencer Horwitz,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,10,329,4.0,1.0,1.04,0.99,0.92,1.0,ROOF,11.1,581,675,625,+801
2026-08-13,822696,683737,Michael Busch,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,14,541,4.5,0.89,0.98,0.96,1.0,1.0,,11.0,494,400,475,+809
2026-08-13,823669,663616,Trevor Larnach,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,10,362,3.6,0.94,0.94,1.19,0.99,1.0,,11.0,600,450,525,+809
2026-08-13,823508,702284,Cole Young,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,14,485,4.0,0.96,0.88,0.86,1.08,1.18,WIND 9 OUT,10.9,,,,+817
2026-08-13,824238,656555,Rhys Hoskins,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,13,310,3.3,1.23,1.0,0.95,0.95,1.0,,10.8,,,,+826
2026-08-13,822696,624424,Michael Conforto,Chicago Cubs,Washington Nationals,0,Cade Cavalli,676917,R,9,209,3.2,1.21,0.98,0.96,1.0,1.0,,10.8,620,500,575,+826
2026-08-13,824238,683953,Travis Bazzana,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,9,375,4.3,0.86,1.09,0.95,0.95,1.0,,10.7,730,600,625,+835
2026-08-13,824238,650402,Gleyber Torres,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,8,280,4.4,0.96,0.98,0.92,0.95,1.0,,10.7,780,550,700,+835
2026-08-13,822776,672386,Alejandro Kirk,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,4,178,3.8,0.88,0.93,0.99,1.01,1.16,WIND 8 OUT,10.6,,500,575,+843
2026-08-13,822776,676391,Ernie Clement,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,9,480,4.0,0.73,1.07,0.99,1.01,1.16,WIND 8 OUT,10.6,,800,750,+843
2026-08-13,823508,680977,Brendan Donovan,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,3,122,3.9,0.93,0.9,0.86,1.08,1.18,WIND 9 OUT,10.5,1120,,950,+852
2026-08-13,823508,647304,Josh Naylor,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,10,478,4.3,0.78,0.96,0.86,1.08,1.18,WIND 9 OUT,10.4,690,525,700,+862
2026-08-13,823669,668952,Ryan Kreidler,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,5,213,3.2,0.88,1.06,1.19,0.99,1.0,,10.4,,,,+862
2026-08-13,823995,677649,Ezequiel Duran,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,13,427,3.8,1.0,1.05,0.86,1.02,1.0,,10.3,990,675,850,+871
2026-08-13,824561,805367,Chase Meidroth,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,12,479,4.2,0.87,1.03,1.0,1.05,0.88,WIND 6 IN,10.2,1080,650,850,+880
2026-08-13,823829,668804,Bryan Reynolds,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,15,530,4.3,0.95,0.93,0.99,0.92,1.0,ROOF,10.2,630,725,700,+880
2026-08-13,823508,642215,Weston Wilson,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,3,108,3.2,0.97,1.0,0.86,1.08,1.18,WIND 9 OUT,10.1,800,550,700,+890
2026-08-13,823669,605170,Victor Caratini,Minnesota Twins,Philadelphia Phillies,1,Aaron Nola,605400,R,7,327,3.7,0.81,0.96,1.19,0.99,1.0,,10.1,,,,+890
2026-08-13,823995,694208,Moisés Ballesteros,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,6,209,3.2,0.97,1.03,1.05,1.02,1.0,,10.1,640,525,525,+890
2026-08-13,824238,666176,Jo Adell,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,18,493,4.1,1.14,0.8,0.95,0.95,1.0,,10.0,511,375,500,+900
2026-08-13,824561,691011,Drew Romo,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,6,164,3.4,1.09,0.99,1.0,1.05,0.88,WIND 6 IN,10.0,,,,+900
2026-08-13,822776,660821,Jesús Sánchez,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,8,261,3.2,1.0,0.91,0.99,1.01,1.16,WIND 8 OUT,10.0,,,,+900
2026-08-13,823508,621493,Taylor Ward,Seattle Mariners,New York Yankees,0,Max Fried,608331,L,7,538,4.5,0.58,1.16,0.86,1.08,1.18,WIND 9 OUT,9.8,,,,+920
2026-08-13,822776,807799,Masataka Yoshida,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,5,285,3.4,0.75,0.93,1.19,1.01,1.16,WIND 8 OUT,9.8,511,475,500,+920
2026-08-13,823669,592663,J.T. Realmuto,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,8,336,3.8,0.86,1.02,1.0,0.99,1.0,,9.8,640,650,625,+920
2026-08-13,823995,679822,Justin Foscue,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,7,158,3.2,1.2,0.98,0.86,1.02,1.0,,9.8,,,,+920
2026-08-13,824561,663886,Tyler Stephenson,Cincinnati Reds,Chicago White Sox,0,Davis Martin,663436,R,10,325,3.6,1.01,1.13,0.87,1.05,0.88,WIND 6 IN,9.7,670,500,575,+931
2026-08-13,823915,669242,Tommy Edman,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,3,166,3.7,0.82,1.07,0.92,1.1,1.0,,9.6,543,350,500,+942
2026-08-13,823829,665923,Esteury Ruiz,Miami Marlins,Pittsburgh Pirates,1,Braxton Ashcraft,677952,R,6,157,3.2,1.11,0.94,1.05,0.92,1.0,ROOF,9.5,990,1000,950,+953
2026-08-13,822696,696285,Jacob Young,Washington Nationals,Chicago Cubs,1,Kevin Gausman,592332,R,10,364,3.4,0.94,1.02,0.97,1.0,1.0,,9.4,1200,1200,1100,+964
2026-08-13,823669,664761,Alec Bohm,Philadelphia Phillies,Minnesota Twins,0,Taj Bradley,671737,R,13,473,4.0,0.93,0.86,1.0,0.99,1.0,,9.4,800,725,700,+964
2026-08-13,823829,694378,Jacob Gonzalez,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,5,159,3.2,1.01,1.06,0.99,0.92,1.0,ROOF,9.3,720,675,700,+975
2026-08-13,823995,694203,Denzer Guzman,Los Angeles Angels,Texas Rangers,1,Jacob deGrom,594798,R,5,171,3.5,0.98,0.86,1.05,1.02,1.0,,9.3,,,,+975
2026-08-13,823915,683734,Andrew Vaughn,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,5,243,3.2,0.82,0.92,1.18,1.1,1.0,,9.3,670,,700,+975
2026-08-13,824238,681546,James Outman,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,5,170,3.2,0.98,1.12,0.92,0.95,1.0,,9.2,,,,+987
2026-08-13,823829,680779,Henry Davis,Pittsburgh Pirates,Miami Marlins,0,Tyler Phillips,663969,R,8,243,3.2,1.04,1.02,0.99,0.92,1.0,ROOF,9.2,,,,+987
2026-08-13,822776,655316,Andruw Monasterio,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,6,257,3.2,0.87,0.8,1.19,1.01,1.16,WIND 8 OUT,9.2,650,700,575,+987
2026-08-13,824238,805808,Kevin McGonigle,Detroit Tigers,Cleveland Guardians,1,Parker Messick,800048,L,12,524,4.5,0.82,0.94,0.92,0.95,1.0,,9.0,820,675,850,+1011
2026-08-13,822776,686765,Nick Sogard,Boston Red Sox,Toronto Blue Jays,0,Max Scherzer,453286,R,0,103,4.1,0.66,0.8,1.19,1.01,1.16,WIND 8 OUT,8.9,1100,1000,950,+1024
2026-08-13,823995,607043,Brandon Nimmo,Texas Rangers,Los Angeles Angels,0,Walbert Ureña,700712,R,13,486,4.2,0.91,0.9,0.86,1.02,1.0,,8.9,568,500,500,+1024
2026-08-13,823915,687401,Joey Ortiz,Milwaukee Brewers,Los Angeles Dodgers,0,Roki Sasaki,808963,R,5,287,3.2,0.75,0.97,1.18,1.1,1.0,,8.9,,675,,+1024
2026-08-13,823915,663656,Kyle Tucker,Los Angeles Dodgers,Milwaukee Brewers,1,Shane Drohan,675660,L,11,468,4.1,0.84,0.86,0.92,1.1,1.0,,8.9,562,425,525,+1024
2026-08-13,822776,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,Boston Red Sox,1,Payton Tolle,801139,L,7,479,4.2,0.63,0.97,0.99,1.01,1.16,WIND 8 OUT,8.8,,475,425,+1036
2026-08-13,824238,608070,José Ramírez,Cleveland Guardians,Detroit Tigers,0,Keider Montero,672456,R,10,385,4.3,0.9,0.84,0.95,0.95,1.0,,8.7,533,450,500,+1049
2026-08-13,824561,643217,Andrew Benintendi,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,12,355,3.4,1.07,0.88,1.0,1.05,0.88,WIND 6 IN,8.7,,,,+1049
2026-08-13,824561,695731,Braden Montgomery,Chicago White Sox,Cincinnati Reds,1,Andrew Abbott,671096,L,4,212,4.1,0.8,0.94,1.0,1.05,0.88,WIND 6 IN,8.5,870,600,700,+1076
