pitcher,pt,n,date
670970,SI,3,2026-07-11
670990,CU,2,2026-07-11
670990,FF,2,2026-07-11
670990,SI,8,2026-07-11
670990,ST,6,2026-07-11
671936,CH,3,2026-07-11
671936,CU,2,2026-07-11
671936,FF,18,2026-07-11
671936,SL,14,2026-07-11
672782,FC,4,2026-07-11
672782,FF,7,2026-07-11
672782,ST,7,2026-07-11
673513,FF,12,2026-07-11
673513,FS,2,2026-07-11
673513,SI,2,2026-07-11
673513,SL,3,2026-07-11
673513,ST,1,2026-07-11
675660,CH,6,2026-07-11
675660,CU,13,2026-07-11
675660,FC,3,2026-07-11
675660,FF,31,2026-07-11
675660,SI,10,2026-07-11
675660,SL,20,2026-07-11
676440,CH,10,2026-07-11
676440,CU,18,2026-07-11
676440,FC,13,2026-07-11
676440,FF,23,2026-07-11
676440,SI,19,2026-07-11
676440,ST,11,2026-07-11
676571,FF,8,2026-07-11
676571,SI,10,2026-07-11
676571,ST,13,2026-07-11
676617,SI,11,2026-07-11
676617,ST,7,2026-07-11
676680,FF,2,2026-07-11
676680,ST,16,2026-07-11
676755,FF,14,2026-07-11
676755,SL,6,2026-07-11
676755,ST,4,2026-07-11
676879,CH,3,2026-07-11
676879,CU,2,2026-07-11
676879,SI,17,2026-07-11
676879,SL,2,2026-07-11
677952,CU,32,2026-07-11
677952,FF,39,2026-07-11
677952,SI,5,2026-07-11
677952,SL,22,2026-07-11
677958,FC,21,2026-07-11
677958,FF,5,2026-07-11
677958,FS,5,2026-07-11
677958,SI,28,2026-07-11
677958,SL,32,2026-07-11
680694,CU,19,2026-07-11
680694,FF,17,2026-07-11
680694,SI,32,2026-07-11
680694,SL,28,2026-07-11
680742,CH,3,2026-07-11
680742,FF,2,2026-07-11
680742,SI,2,2026-07-11
680742,SL,2,2026-07-11
680755,CU,9,2026-07-11
680755,FF,5,2026-07-11
680755,SL,13,2026-07-11
680916,CH,3,2026-07-11
680916,FF,10,2026-07-11
680916,SL,3,2026-07-11
681982,SI,7,2026-07-11
682254,CU,1,2026-07-11
682254,FF,12,2026-07-11
682254,SI,4,2026-07-11
682254,SL,10,2026-07-11
682842,SI,11,2026-07-11
682842,SL,2,2026-07-11
684974,CH,11,2026-07-11
684974,FC,1,2026-07-11
684974,FF,6,2026-07-11
684974,SI,7,2026-07-11
685126,CH,1,2026-07-11
685126,FF,2,2026-07-11
685126,SI,2,2026-07-11
685126,SL,9,2026-07-11
686560,FC,3,2026-07-11
686560,FF,12,2026-07-11
686560,SI,4,2026-07-11
686560,ST,6,2026-07-11
686580,FC,8,2026-07-11
686580,FF,2,2026-07-11
686580,SI,4,2026-07-11
686580,ST,3,2026-07-11
687075,CH,12,2026-07-11
687075,CU,4,2026-07-11
687075,FC,16,2026-07-11
687075,FF,27,2026-07-11
687075,SI,16,2026-07-11
687075,ST,8,2026-07-11
687377,CH,3,2026-07-11
687377,FF,6,2026-07-11
687377,SL,8,2026-07-11
687396,FF,14,2026-07-11
687396,SI,2,2026-07-11
687396,SL,9,2026-07-11
687531,CH,2,2026-07-11
687531,FC,6,2026-07-11
687531,FF,17,2026-07-11
687531,SI,8,2026-07-11
687531,ST,9,2026-07-11
688642,FC,5,2026-07-11
688642,FF,5,2026-07-11
688642,FS,4,2026-07-11
688642,SI,7,2026-07-11
688642,SL,2,2026-07-11
688642,ST,2,2026-07-11
689017,CH,19,2026-07-11
689017,CU,8,2026-07-11
689017,FF,24,2026-07-11
689017,SL,9,2026-07-11
689254,CH,4,2026-07-11
689254,FC,12,2026-07-11
689254,ST,12,2026-07-11
690925,FF,6,2026-07-11
690925,SL,4,2026-07-11
691587,CH,6,2026-07-11
691587,CU,5,2026-07-11
691587,FF,24,2026-07-11
691587,SI,38,2026-07-11
691587,SL,15,2026-07-11
691587,ST,11,2026-07-11
691769,CU,2,2026-07-11
691769,FF,4,2026-07-11
691799,CU,4,2026-07-11
691799,FF,10,2026-07-11
691799,SI,2,2026-07-11
691799,SL,6,2026-07-11
693645,CU,10,2026-07-11
693645,FC,33,2026-07-11
693645,FF,37,2026-07-11
693645,SI,19,2026-07-11
693686,CU,12,2026-07-11
693686,FF,3,2026-07-11
693686,SI,23,2026-07-11
693686,SL,1,2026-07-11
694297,CH,19,2026-07-11
694297,CU,15,2026-07-11
694297,FC,10,2026-07-11
694297,FF,30,2026-07-11
694297,ST,3,2026-07-11
694477,FC,6,2026-07-11
694477,FF,4,2026-07-11
694477,SI,7,2026-07-11
694477,SV,1,2026-07-11
695239,CH,2,2026-07-11
695239,FF,3,2026-07-11
695239,SI,9,2026-07-11
695243,FF,7,2026-07-11
695243,SL,7,2026-07-11
695611,CH,7,2026-07-11
695611,CU,10,2026-07-11
695611,FF,44,2026-07-11
695611,SI,1,2026-07-11
695611,SL,17,2026-07-11
695611,ST,7,2026-07-11
696149,CH,17,2026-07-11
696149,CU,1,2026-07-11
696149,FF,45,2026-07-11
696149,SI,9,2026-07-11
696149,SL,22,2026-07-11
696149,ST,3,2026-07-11
696270,FC,13,2026-07-11
696270,FS,30,2026-07-11
696270,SI,31,2026-07-11
696270,SL,1,2026-07-11
699134,CH,3,2026-07-11
699134,FF,6,2026-07-11
699134,SI,3,2026-07-11
699134,SL,3,2026-07-11
700842,CH,9,2026-07-11
700842,FF,35,2026-07-11
700842,SL,20,2026-07-11
702056,FF,21,2026-07-11
702056,FS,12,2026-07-11
702056,SL,26,2026-07-11
702070,CH,21,2026-07-11
702070,CU,22,2026-07-11
702070,FC,20,2026-07-11
702070,FF,14,2026-07-11
702070,SI,8,2026-07-11
702070,SL,15,2026-07-11
702566,CH,11,2026-07-11
702566,CU,5,2026-07-11
702566,FF,27,2026-07-11
702566,SL,4,2026-07-11
703725,CH,9,2026-07-11
703725,FF,4,2026-07-11
703725,SI,2,2026-07-11
703725,ST,4,2026-07-11
805123,CH,11,2026-07-11
805123,FC,3,2026-07-11
805123,FF,20,2026-07-11
805123,ST,9,2026-07-11
805299,FC,3,2026-07-11
805299,SI,5,2026-07-11
805299,ST,1,2026-07-11
806188,CU,3,2026-07-11
806188,SI,4,2026-07-11
806188,SL,2,2026-07-11
806188,ST,5,2026-07-11
808967,CU,13,2026-07-11
808967,FC,11,2026-07-11
808967,FF,25,2026-07-11
808967,FS,32,2026-07-11
808967,SI,15,2026-07-11
808967,SL,7,2026-07-11
808970,CU,2,2026-07-11
808970,FF,6,2026-07-11
808970,FS,2,2026-07-11
808970,SL,11,2026-07-11
815083,CH,9,2026-07-11
815083,FC,10,2026-07-11
815083,FF,17,2026-07-11
815083,SL,3,2026-07-11
820862,SI,11,2026-07-11
820862,SL,6,2026-07-11
518886,CH,1,2026-07-12
518886,CU,3,2026-07-12
518886,FF,24,2026-07-12
518886,SI,6,2026-07-12
518886,ST,8,2026-07-12
542888,FC,4,2026-07-12
542888,FF,1,2026-07-12
542888,ST,7,2026-07-12
547179,CH,14,2026-07-12
547179,CU,7,2026-07-12
547179,FC,15,2026-07-12
547179,FF,16,2026-07-12
547179,SI,22,2026-07-12
547179,SL,2,2026-07-12
547179,ST,3,2026-07-12
547973,FF,5,2026-07-12
547973,FS,3,2026-07-12
547973,SI,2,2026-07-12
547973,SL,5,2026-07-12
548384,FC,3,2026-07-12
548384,SI,3,2026-07-12
548384,ST,1,2026-07-12
552640,FF,1,2026-07-12
552640,SI,3,2026-07-12
552640,SL,4,2026-07-12
554430,CU,7,2026-07-12
554430,FC,10,2026-07-12
554430,FF,33,2026-07-12
554430,FS,27,2026-07-12
554430,SI,10,2026-07-12
554430,ST,9,2026-07-12
571510,CH,27,2026-07-12
571510,CU,11,2026-07-12
571510,FF,31,2026-07-12
571510,SL,23,2026-07-12
572955,CU,3,2026-07-12
572955,FF,5,2026-07-12
573204,CU,7,2026-07-12
573204,FF,3,2026-07-12
573204,SL,2,2026-07-12
592332,FF,55,2026-07-12
592332,FS,37,2026-07-12
592332,SL,11,2026-07-12
592773,FF,9,2026-07-12
592773,FS,5,2026-07-12
592773,SI,4,2026-07-12
592773,SL,1,2026-07-12
592779,CH,3,2026-07-12
592779,FC,3,2026-07-12
592779,FF,4,2026-07-12
592779,SI,2,2026-07-12
592779,ST,4,2026-07-12
594580,CH,2,2026-07-12
594580,FF,5,2026-07-12
594580,SI,5,2026-07-12
594580,ST,3,2026-07-12
595345,FF,5,2026-07-12
595345,SI,3,2026-07-12
595345,SL,8,2026-07-12
596133,FC,5,2026-07-12
596133,FF,8,2026-07-12
606996,SI,6,2026-07-12
606996,SL,5,2026-07-12
606996,ST,5,2026-07-12
607625,CH,10,2026-07-12
607625,CU,16,2026-07-12
607625,FC,15,2026-07-12
607625,FF,11,2026-07-12
607625,SI,15,2026-07-12
607625,SL,9,2026-07-12
607625,ST,13,2026-07-12
608566,CU,26,2026-07-12
608566,FF,35,2026-07-12
608566,SI,13,2026-07-12
608566,SL,11,2026-07-12
621074,CH,1,2026-07-12
621074,CU,8,2026-07-12
621074,FC,4,2026-07-12
621074,FF,8,2026-07-12
621112,CH,2,2026-07-12
621112,CU,5,2026-07-12
621112,FC,2,2026-07-12
621112,FF,1,2026-07-12
621112,SI,8,2026-07-12
621112,ST,3,2026-07-12
621237,CU,3,2026-07-12
621237,FC,4,2026-07-12
621237,SI,6,2026-07-12
621381,CH,1,2026-07-12
621381,FC,1,2026-07-12
621381,FF,7,2026-07-12
621381,SI,9,2026-07-12
621381,SL,3,2026-07-12
622554,FF,8,2026-07-12
622554,FS,2,2026-07-12
622554,SI,1,2026-07-12
622554,ST,3,2026-07-12
622608,CU,3,2026-07-12
622608,FC,7,2026-07-12
622608,FF,9,2026-07-12
622608,SI,4,2026-07-12
623149,FF,9,2026-07-12
623149,ST,3,2026-07-12
623352,SI,5,2026-07-12
623352,SL,4,2026-07-12
623465,FC,1,2026-07-12
623465,FF,9,2026-07-12
623465,SI,2,2026-07-12
623465,ST,7,2026-07-12
623474,CH,1,2026-07-12
623474,FF,3,2026-07-12
623474,SI,5,2026-07-12
623474,SL,5,2026-07-12
623474,ST,3,2026-07-12
628452,CH,7,2026-07-12
628452,SI,3,2026-07-12
641302,CH,3,2026-07-12
641302,FC,6,2026-07-12
641302,FF,5,2026-07-12
641302,SI,8,2026-07-12
641302,ST,1,2026-07-12
641755,CU,1,2026-07-12
641755,SL,4,2026-07-12
642100,FF,4,2026-07-12
642100,SI,5,2026-07-12
642100,SL,9,2026-07-12
642121,CH,4,2026-07-12
642121,FC,1,2026-07-12
642121,FF,4,2026-07-12
642121,ST,1,2026-07-12
642207,CH,8,2026-07-12
642207,FF,14,2026-07-12
642232,CH,2,2026-07-12
642232,FC,1,2026-07-12
642232,FF,1,2026-07-12
642232,ST,4,2026-07-12
642528,CH,13,2026-07-12
642528,CU,3,2026-07-12
642528,FC,1,2026-07-12
642528,FF,4,2026-07-12
642528,SI,2,2026-07-12
643410,CU,1,2026-07-12
643410,FF,1,2026-07-12
643410,FS,4,2026-07-12
643410,SI,1,2026-07-12
643511,SI,11,2026-07-12
643511,SL,1,2026-07-12
650556,FF,10,2026-07-12
650556,SL,11,2026-07-12
656464,FF,1,2026-07-12
656464,SL,2,2026-07-12
656546,FF,7,2026-07-12
656546,FS,5,2026-07-12
656546,SI,2,2026-07-12
656546,SL,11,2026-07-12
656641,CH,3,2026-07-12
656641,CU,2,2026-07-12
656641,FF,3,2026-07-12
656641,SL,1,2026-07-12
656848,CH,6,2026-07-12
656848,FF,11,2026-07-12
656848,SL,9,2026-07-12
656945,FF,4,2026-07-12
656945,SL,6,2026-07-12
657044,SI,3,2026-07-12
657044,SL,8,2026-07-12
657097,CH,2,2026-07-12
657097,FF,4,2026-07-12
657097,SL,3,2026-07-12
657514,CU,8,2026-07-12
657514,SI,6,2026-07-12
657612,SI,10,2026-07-12
657612,SL,1,2026-07-12
657649,CH,4,2026-07-12
657649,CU,1,2026-07-12
657649,FC,6,2026-07-12
657649,SI,10,2026-07-12
660761,CH,4,2026-07-12
660761,FF,7,2026-07-12
660761,SI,2,2026-07-12
660761,SL,8,2026-07-12
660761,ST,3,2026-07-12
660825,FF,1,2026-07-12
660825,SI,11,2026-07-12
660825,ST,6,2026-07-12
660853,CH,2,2026-07-12
660853,FF,5,2026-07-12
660853,SL,5,2026-07-12
662253,FF,12,2026-07-12
662253,SL,8,2026-07-12
663855,FF,4,2026-07-12
663855,SI,8,2026-07-12
663855,ST,3,2026-07-12
663969,CU,5,2026-07-12
663969,FF,1,2026-07-12
663969,FS,5,2026-07-12
663969,SI,6,2026-07-12
663969,ST,9,2026-07-12
664126,CH,1,2026-07-12
664126,FC,3,2026-07-12
664126,FF,6,2026-07-12
664126,SL,8,2026-07-12
664199,CH,7,2026-07-12
664199,FC,5,2026-07-12
664199,SI,4,2026-07-12
664199,SL,4,2026-07-12
664299,CH,9,2026-07-12
664299,FF,37,2026-07-12
664299,ST,14,2026-07-12
664849,SI,11,2026-07-12
664849,ST,14,2026-07-12
664875,SI,6,2026-07-12
664875,ST,10,2026-07-12
664991,FF,4,2026-07-12
664991,SI,7,2026-07-12
664991,SL,2,2026-07-12
666171,CU,1,2026-07-12
666171,FF,9,2026-07-12
666171,SI,3,2026-07-12
666171,ST,14,2026-07-12
666661,FF,6,2026-07-12
666661,SI,2,2026-07-12
666661,SL,4,2026-07-12
666974,FS,1,2026-07-12
666974,SI,6,2026-07-12
666974,ST,1,2026-07-12
667755,CU,17,2026-07-12
667755,FF,15,2026-07-12
667755,FS,17,2026-07-12
667755,SI,26,2026-07-12
667755,SL,2,2026-07-12
668390,FC,6,2026-07-12
668390,FS,1,2026-07-12
668390,SL,4,2026-07-12
668674,CH,2,2026-07-12
668674,FF,6,2026-07-12
668674,SI,9,2026-07-12
668674,SL,8,2026-07-12
668941,CH,4,2026-07-12
668941,SI,13,2026-07-12
668941,ST,8,2026-07-12
668970,CH,3,2026-07-12
668970,FF,2,2026-07-12
668970,SI,9,2026-07-12
668970,ST,11,2026-07-12
669022,CH,4,2026-07-12
669022,CU,12,2026-07-12
669022,FC,5,2026-07-12
669022,FF,38,2026-07-12
669022,SI,3,2026-07-12
669022,SL,3,2026-07-12
669060,CU,1,2026-07-12
669060,FC,19,2026-07-12
669060,FF,4,2026-07-12
669060,SI,14,2026-07-12
669062,FF,3,2026-07-12
669062,SI,10,2026-07-12
669062,SL,17,2026-07-12
669160,CH,5,2026-07-12
669160,CU,4,2026-07-12
669160,FC,22,2026-07-12
669160,FF,23,2026-07-12
669160,SI,16,2026-07-12
669160,ST,14,2026-07-12
669199,CU,4,2026-07-12
669199,FF,5,2026-07-12
669199,FS,1,2026-07-12
669199,SI,2,2026-07-12
669199,SL,3,2026-07-12
669199,ST,5,2026-07-12
669276,CH,3,2026-07-12
669276,FF,8,2026-07-12
669276,SL,12,2026-07-12
669358,CH,16,2026-07-12
669358,CU,28,2026-07-12
669358,FC,10,2026-07-12
669358,FF,41,2026-07-12
669358,SI,9,2026-07-12
669372,CH,26,2026-07-12
669372,FC,14,2026-07-12
669372,FF,10,2026-07-12
669372,SI,22,2026-07-12
669372,SL,14,2026-07-12
669373,CH,20,2026-07-12
669373,CU,3,2026-07-12
669373,FF,38,2026-07-12
669373,SI,22,2026-07-12
669373,SL,10,2026-07-12
670167,CH,1,2026-07-12
670167,FC,3,2026-07-12
670167,FF,2,2026-07-12
670167,SI,3,2026-07-12
670167,ST,2,2026-07-12
670329,CH,5,2026-07-12
670329,FF,5,2026-07-12
670329,SL,1,2026-07-12
670970,CH,7,2026-07-12
670970,FF,3,2026-07-12
670970,SI,14,2026-07-12
670970,SL,5,2026-07-12
671096,CH,20,2026-07-12
671096,CU,7,2026-07-12
671096,FC,3,2026-07-12
671096,FF,39,2026-07-12
671096,ST,10,2026-07-12
671737,CU,6,2026-07-12
671737,FC,23,2026-07-12
671737,FF,50,2026-07-12
671737,FS,20,2026-07-12
671922,FF,11,2026-07-12
671922,FS,3,2026-07-12
671922,ST,2,2026-07-12
672456,CH,6,2026-07-12
672456,CU,8,2026-07-12
672456,FF,15,2026-07-12
672456,SI,15,2026-07-12
672456,SL,14,2026-07-12
674444,FC,3,2026-07-12
674444,FF,3,2026-07-12
674841,CU,16,2026-07-12
674841,FF,2,2026-07-12
674841,SI,11,2026-07-12
674841,SL,11,2026-07-12
676106,CH,1,2026-07-12
676106,FF,11,2026-07-12
676106,SI,5,2026-07-12
676106,ST,2,2026-07-12
676282,CH,31,2026-07-12
676282,CU,29,2026-07-12
676282,FC,7,2026-07-12
676282,FF,18,2026-07-12
676477,CH,1,2026-07-12
676477,SI,10,2026-07-12
676477,SL,2,2026-07-12
676534,CU,5,2026-07-12
676534,FC,7,2026-07-12
676534,FF,3,2026-07-12
676534,SI,5,2026-07-12
676534,SL,5,2026-07-12
676534,ST,4,2026-07-12
676604,FF,5,2026-07-12
676604,SI,1,2026-07-12
676604,SL,3,2026-07-12
676604,ST,9,2026-07-12
676755,CH,2,2026-07-12
676755,FF,12,2026-07-12
676755,SL,3,2026-07-12
676755,ST,1,2026-07-12
676760,CH,3,2026-07-12
676760,FC,3,2026-07-12
676760,FF,3,2026-07-12
676760,ST,1,2026-07-12
676775,FF,3,2026-07-12
676775,FS,3,2026-07-12
676775,SI,4,2026-07-12
676775,SL,3,2026-07-12
676917,CH,4,2026-07-12
676917,CU,14,2026-07-12
676917,FC,13,2026-07-12
676917,FF,36,2026-07-12
676917,SI,10,2026-07-12
676917,ST,8,2026-07-12
677865,CH,4,2026-07-12
677865,FC,1,2026-07-12
677865,SI,17,2026-07-12
677865,ST,12,2026-07-12
678394,CH,16,2026-07-12
678394,FC,5,2026-07-12
678394,FF,2,2026-07-12
678394,SI,16,2026-07-12
678394,ST,16,2026-07-12
678606,CH,5,2026-07-12
678606,SI,20,2026-07-12
678606,SL,3,2026-07-12
680742,CH,3,2026-07-12
680742,FF,7,2026-07-12
680742,SI,1,2026-07-12
680742,SL,4,2026-07-12
680916,CH,1,2026-07-12
680916,FF,5,2026-07-12
680916,SL,3,2026-07-12
681217,FF,17,2026-07-12
681217,FS,5,2026-07-12
681217,SI,5,2026-07-12
681217,ST,6,2026-07-12
681982,CH,1,2026-07-12
681982,FF,9,2026-07-12
681982,SI,8,2026-07-12
681982,ST,12,2026-07-12
682608,CH,2,2026-07-12
682608,FF,7,2026-07-12
682608,SL,7,2026-07-12
683352,CH,1,2026-07-12
683352,CU,5,2026-07-12
683352,FF,25,2026-07-12
683352,SI,12,2026-07-12
683352,SL,4,2026-07-12
683352,SV,11,2026-07-12
683409,CH,8,2026-07-12
683409,FF,3,2026-07-12
683409,SL,6,2026-07-12
683618,FC,3,2026-07-12
683618,FF,1,2026-07-12
683618,SI,5,2026-07-12
683618,SL,6,2026-07-12
683769,CH,6,2026-07-12
683769,FF,8,2026-07-12
683769,SL,4,2026-07-12
684974,CH,6,2026-07-12
684974,FC,3,2026-07-12
684974,FF,1,2026-07-12
684974,SI,11,2026-07-12
685126,CH,2,2026-07-12
685126,FF,5,2026-07-12
685126,SL,3,2026-07-12
686218,CH,24,2026-07-12
686218,CU,13,2026-07-12
686218,FF,37,2026-07-12
686218,SL,27,2026-07-12
686790,CH,17,2026-07-12
686790,FF,6,2026-07-12
686790,SI,33,2026-07-12
686790,SL,17,2026-07-12
686993,FC,4,2026-07-12
686993,FF,3,2026-07-12
686993,ST,3,2026-07-12
687239,FF,7,2026-07-12
687239,SL,5,2026-07-12
687330,CH,3,2026-07-12
687330,SI,6,2026-07-12
687911,FF,18,2026-07-12
687911,SI,1,2026-07-12
687911,ST,12,2026-07-12
688107,CH,8,2026-07-12
688107,FC,10,2026-07-12
688107,FF,17,2026-07-12
688107,SI,5,2026-07-12
688107,ST,18,2026-07-12
688297,FC,4,2026-07-12
688297,FF,5,2026-07-12
688297,SI,19,2026-07-12
689147,FF,5,2026-07-12
689147,FS,1,2026-07-12
689147,SI,2,2026-07-12
689147,ST,7,2026-07-12
689225,FF,3,2026-07-12
689225,SL,3,2026-07-12
689266,FC,5,2026-07-12
689266,SI,6,2026-07-12
689296,CH,5,2026-07-12
689296,FF,6,2026-07-12
689296,ST,3,2026-07-12
689546,FF,2,2026-07-12
689546,SI,3,2026-07-12
689546,SL,19,2026-07-12
693855,CH,20,2026-07-12
693855,CU,1,2026-07-12
693855,FF,26,2026-07-12
693855,SI,6,2026-07-12
693855,SL,2,2026-07-12
693855,ST,23,2026-07-12
694360,FC,9,2026-07-12
694360,FF,2,2026-07-12
694360,SI,4,2026-07-12
694360,ST,5,2026-07-12
694973,CH,3,2026-07-12
694973,FF,49,2026-07-12
694973,FS,7,2026-07-12
694973,SL,12,2026-07-12
694973,ST,11,2026-07-12
695076,CH,5,2026-07-12
695076,FF,7,2026-07-12
695076,SI,7,2026-07-12
695076,SL,11,2026-07-12
695239,CH,2,2026-07-12
695239,CU,4,2026-07-12
695239,FF,8,2026-07-12
695239,SI,5,2026-07-12
695239,SL,1,2026-07-12
695243,FF,5,2026-07-12
695243,SL,3,2026-07-12
695534,CH,5,2026-07-12
695534,FF,8,2026-07-12
695534,SI,6,2026-07-12
695534,SL,1,2026-07-12
695534,ST,5,2026-07-12
699008,CH,4,2026-07-12
699008,FF,31,2026-07-12
699008,ST,15,2026-07-12
700669,CH,4,2026-07-12
700669,FF,6,2026-07-12
700669,SL,4,2026-07-12
701542,CH,18,2026-07-12
701542,CU,11,2026-07-12
701542,FF,28,2026-07-12
701542,SI,13,2026-07-12
701542,ST,13,2026-07-12
702193,CH,8,2026-07-12
702193,FC,7,2026-07-12
702193,FF,17,2026-07-12
702193,SI,5,2026-07-12
702273,CH,16,2026-07-12
702273,CU,4,2026-07-12
702273,FC,17,2026-07-12
702273,FF,17,2026-07-12
702273,SI,11,2026-07-12
702273,ST,9,2026-07-12
702275,CH,6,2026-07-12
702275,CU,24,2026-07-12
702275,FC,5,2026-07-12
702275,FF,12,2026-07-12
702275,SI,14,2026-07-12
800311,FF,11,2026-07-12
800311,SL,1,2026-07-12
801139,CH,2,2026-07-12
801139,CU,7,2026-07-12
801139,FC,16,2026-07-12
801139,FF,36,2026-07-12
801139,SI,5,2026-07-12
804267,CH,3,2026-07-12
804267,FC,23,2026-07-12
804267,FF,35,2026-07-12
804267,SI,1,2026-07-12
804267,SL,11,2026-07-12
804267,ST,9,2026-07-12
805326,CH,4,2026-07-12
805326,FF,13,2026-07-12
805326,SI,2,2026-07-12
805326,SL,6,2026-07-12
805326,ST,2,2026-07-12
805427,FF,4,2026-07-12
805427,SI,5,2026-07-12
805427,SL,5,2026-07-12
806188,CU,4,2026-07-12
806188,FF,2,2026-07-12
806188,SI,6,2026-07-12
806188,SL,10,2026-07-12
806188,ST,4,2026-07-12
548384,FC,2,2026-07-16
548384,SI,3,2026-07-16
548384,ST,2,2026-07-16
596133,CH,3,2026-07-16
596133,FC,2,2026-07-16
596133,FF,4,2026-07-16
605400,CH,21,2026-07-16
605400,CU,38,2026-07-16
605400,FC,3,2026-07-16
605400,FF,19,2026-07-16
605400,SI,15,2026-07-16
605400,SL,1,2026-07-16
623211,CH,7,2026-07-16
623211,SI,5,2026-07-16
642207,CH,6,2026-07-16
642207,FF,7,2026-07-16
680742,CH,4,2026-07-16
680742,FF,5,2026-07-16
680742,SI,1,2026-07-16
680742,SL,3,2026-07-16
680742,ST,1,2026-07-16
681035,CU,10,2026-07-16
681035,FC,16,2026-07-16
681035,FF,27,2026-07-16
681035,FS,5,2026-07-16
681035,ST,21,2026-07-16
686751,FF,17,2026-07-16
686751,SL,6,2026-07-16
686751,ST,4,2026-07-16
489446,FF,14,2026-07-17
489446,FS,6,2026-07-17
518585,FF,4,2026-07-17
518585,FS,17,2026-07-17
518585,SL,2,2026-07-17
518876,CH,22,2026-07-17
518876,CU,13,2026-07-17
518876,FC,10,2026-07-17
518876,FF,28,2026-07-17
518876,SI,6,2026-07-17
518876,SL,8,2026-07-17
518886,CH,1,2026-07-17
518886,FF,10,2026-07-17
518886,SI,8,2026-07-17
518886,ST,1,2026-07-17
519141,CU,7,2026-07-17
519141,FF,14,2026-07-17
519242,CH,9,2026-07-17
519242,FF,47,2026-07-17
519242,SI,3,2026-07-17
519242,SL,30,2026-07-17
543037,CH,17,2026-07-17
543037,CU,11,2026-07-17
543037,FF,46,2026-07-17
543037,SL,29,2026-07-17
543309,EP,20,2026-07-17
543309,FA,2,2026-07-17
547973,FF,2,2026-07-17
547973,FS,3,2026-07-17
547973,SI,5,2026-07-17
547973,SL,3,2026-07-17
552640,FF,1,2026-07-17
552640,SI,5,2026-07-17
552640,SL,10,2026-07-17
571578,CH,3,2026-07-17
571578,FC,2,2026-07-17
571578,FF,4,2026-07-17
571578,SI,10,2026-07-17
571578,SL,14,2026-07-17
573124,ST,2,2026-07-17
592155,CH,2,2026-07-17
592155,FC,5,2026-07-17
592155,FF,1,2026-07-17
594027,SI,13,2026-07-17
595345,FF,5,2026-07-17
595345,SL,11,2026-07-17
606996,FS,4,2026-07-17
606996,SI,6,2026-07-17
606996,SL,2,2026-07-17
606996,ST,2,2026-07-17
607067,CH,20,2026-07-17
607067,CU,6,2026-07-17
607067,FF,43,2026-07-17
607067,SI,4,2026-07-17
607067,SL,10,2026-07-17
607067,ST,8,2026-07-17
607625,CH,9,2026-07-17
607625,CU,12,2026-07-17
607625,FC,13,2026-07-17
607625,FF,11,2026-07-17
607625,SI,24,2026-07-17
607625,SL,5,2026-07-17
607625,ST,16,2026-07-17
615698,CU,5,2026-07-17
615698,FC,15,2026-07-17
615698,FF,15,2026-07-17
615698,FS,20,2026-07-17
615698,SI,31,2026-07-17
621053,FC,2,2026-07-17
621053,FF,3,2026-07-17
621053,SI,1,2026-07-17
621053,ST,1,2026-07-17
621074,CU,8,2026-07-17
621074,FC,1,2026-07-17
621074,FF,8,2026-07-17
621074,SI,2,2026-07-17
621074,SL,1,2026-07-17
621112,CH,5,2026-07-17
621112,CU,3,2026-07-17
621112,SI,2,2026-07-17
622088,CU,3,2026-07-17
622088,FC,2,2026-07-17
622088,ST,6,2026-07-17
622554,FF,2,2026-07-17
623149,FF,10,2026-07-17
623149,ST,7,2026-07-17
623474,FF,1,2026-07-17
623474,SI,5,2026-07-17
623474,SL,5,2026-07-17
623474,ST,3,2026-07-17
641743,CH,14,2026-07-17
641743,FC,8,2026-07-17
641743,FF,24,2026-07-17
641743,SI,16,2026-07-17
641743,SL,8,2026-07-17
641743,ST,13,2026-07-17
641927,CH,27,2026-07-17
641927,FF,34,2026-07-17
641927,SI,2,2026-07-17
641927,SL,13,2026-07-17
641927,ST,12,2026-07-17
642121,CH,3,2026-07-17
642121,FC,1,2026-07-17
642121,FF,11,2026-07-17
643377,CH,19,2026-07-17
643377,CU,7,2026-07-17
643377,FF,16,2026-07-17
643377,SI,20,2026-07-17
643377,ST,23,2026-07-17
645261,CH,14,2026-07-17
645261,CU,2,2026-07-17
645261,FC,21,2026-07-17
645261,FF,22,2026-07-17
645261,SI,32,2026-07-17
645261,SL,3,2026-07-17
645261,ST,10,2026-07-17
650633,CH,28,2026-07-17
650633,FF,17,2026-07-17
650633,SI,24,2026-07-17
650633,SL,3,2026-07-17
650633,ST,25,2026-07-17
656271,CH,2,2026-07-17
656271,FF,7,2026-07-17
656271,SI,3,2026-07-17
656271,SL,7,2026-07-17
656464,FF,2,2026-07-17
656464,SL,6,2026-07-17
656638,CH,2,2026-07-17
656638,FC,1,2026-07-17
656638,SI,6,2026-07-17
656638,SL,3,2026-07-17
656730,CU,4,2026-07-17
656730,FF,7,2026-07-17
656848,CH,1,2026-07-17
656848,FF,15,2026-07-17
656848,SL,5,2026-07-17
656945,FF,6,2026-07-17
656945,SL,5,2026-07-17
660761,CH,4,2026-07-17
660761,FF,8,2026-07-17
660761,SL,5,2026-07-17
660761,ST,3,2026-07-17
660853,CH,2,2026-07-17
