batter,date,game_pk,bat_team,home_team,pa_n,hr,pa_vl,hr_vl,pa_vr,hr_vr
665487,2026-05-09,823304,SD,SD,4,0,0,0,4,0
665489,2026-05-09,822820,TOR,TOR,5,0,2,0,3,0
665742,2026-05-09,825089,NYM,AZ,4,0,0,0,4,0
665750,2026-05-09,824847,BAL,BAL,4,0,1,0,3,0
665833,2026-05-09,823224,PIT,SF,6,0,2,0,4,0
665861,2026-05-09,822820,LAA,TOR,3,0,1,0,2,0
665862,2026-05-09,823792,NYY,MIL,4,0,3,0,1,0
665877,2026-05-09,823304,STL,SD,1,0,1,0,0,0
665923,2026-05-09,823869,MIA,MIA,1,0,1,0,0,0
665926,2026-05-09,822820,TOR,TOR,5,0,2,0,3,0
666023,2026-05-09,823304,SD,SD,3,0,1,0,2,0
666126,2026-05-09,824847,ATH,BAL,3,0,0,0,3,0
666139,2026-05-09,822820,LAA,TOR,4,0,1,0,3,0
666152,2026-05-09,823792,MIL,MIL,3,0,1,0,2,0
666160,2026-05-09,823468,COL,PHI,4,0,1,0,3,0
666176,2026-05-09,822820,LAA,TOR,4,0,0,0,4,0
666181,2026-05-09,824523,CIN,CIN,3,0,0,0,3,0
666182,2026-05-09,825089,NYM,AZ,4,0,0,0,4,0
666397,2026-05-09,823468,COL,PHI,3,0,0,0,3,0
666969,2026-05-09,823468,PHI,PHI,4,0,3,0,1,0
666971,2026-05-09,825089,AZ,AZ,4,0,0,0,4,0
667472,2026-05-09,824523,CIN,CIN,1,0,1,0,0,0
667670,2026-05-09,824847,ATH,BAL,5,1,0,0,5,1
668227,2026-05-09,824606,SEA,CWS,4,0,3,0,1,0
668670,2026-05-09,824115,DET,KC,3,0,0,0,3,0
668709,2026-05-09,824523,CIN,CIN,4,0,1,0,3,0
668715,2026-05-09,824523,CIN,CIN,3,0,0,0,3,0
668804,2026-05-09,823224,PIT,SF,5,0,2,0,3,0
668885,2026-05-09,824444,MIN,CLE,2,0,1,0,1,0
668901,2026-05-09,825089,NYM,AZ,4,0,0,0,4,0
668904,2026-05-09,824444,MIN,CLE,4,0,0,0,4,0
668930,2026-05-09,823792,MIL,MIL,5,0,1,0,4,0
668939,2026-05-09,824847,BAL,BAL,5,0,0,0,5,0
669003,2026-05-09,823792,MIL,MIL,4,0,1,0,3,0
669004,2026-05-09,825089,NYM,AZ,4,0,0,0,4,0
669016,2026-05-09,823468,PHI,PHI,4,0,3,0,1,0
669065,2026-05-09,823869,MIA,MIA,4,1,2,0,2,1
669127,2026-05-09,824847,ATH,BAL,5,0,0,0,5,0
669221,2026-05-09,823955,ATL,LAD,5,0,2,0,3,0
669224,2026-05-09,823792,NYY,MIL,4,0,3,0,1,0
669236,2026-05-09,824847,BAL,BAL,3,0,0,0,3,0
669257,2026-05-09,823955,LAD,LAD,4,0,0,0,4,0
669289,2026-05-09,823955,LAD,LAD,2,0,1,0,1,0
669326,2026-05-09,822820,LAA,TOR,1,0,0,0,1,0
669357,2026-05-09,823304,STL,SD,4,0,0,0,4,0
669364,2026-05-09,823869,MIA,MIA,5,1,2,1,3,0
669699,2026-05-09,824523,HOU,CIN,3,1,1,0,2,1
669707,2026-05-09,823224,PIT,SF,1,0,0,0,1,0
669743,2026-05-09,823955,LAD,LAD,2,0,1,0,1,0
670032,2026-05-09,822905,CHC,TEX,1,0,0,0,1,0
670242,2026-05-09,824444,MIN,CLE,4,0,0,0,4,0
670541,2026-05-09,824523,HOU,CIN,4,0,0,0,4,0
670623,2026-05-09,824523,HOU,CIN,4,0,0,0,4,0
670770,2026-05-09,824523,CIN,CIN,3,0,0,0,3,0
671056,2026-05-09,823304,STL,SD,4,0,1,0,3,0
671218,2026-05-09,823224,SF,SF,4,0,0,0,4,0
671277,2026-05-09,823869,WSH,MIA,5,0,0,0,5,0
671289,2026-05-09,823468,COL,PHI,1,0,1,0,0,0
671732,2026-05-09,824847,ATH,BAL,4,0,1,0,3,0
671739,2026-05-09,823955,ATL,LAD,5,0,2,0,3,0
671976,2026-05-09,824606,CWS,CWS,4,0,1,0,3,0
672012,2026-05-09,823792,MIL,MIL,2,0,0,0,2,0
672284,2026-05-09,824606,CWS,CWS,4,0,1,0,3,0
672515,2026-05-09,825089,AZ,AZ,3,0,0,0,3,0
672580,2026-05-09,824115,KC,KC,4,0,0,0,4,0
672640,2026-05-09,823869,MIA,MIA,5,0,2,0,3,0
672695,2026-05-09,825089,AZ,AZ,4,0,0,0,4,0
672724,2026-05-09,822820,LAA,TOR,2,0,1,0,1,0
672761,2026-05-09,824115,DET,KC,3,0,0,0,3,0
672820,2026-05-09,822820,TOR,TOR,2,0,1,0,1,0
672960,2026-05-09,822820,TOR,TOR,4,0,1,0,3,0
673548,2026-05-09,822905,CHC,TEX,4,0,0,0,4,0
673962,2026-05-09,822905,TEX,TEX,4,1,0,0,4,1
676391,2026-05-09,822820,TOR,TOR,5,1,1,1,4,0
676475,2026-05-09,823304,STL,SD,4,0,1,0,3,0
676609,2026-05-09,823792,NYY,MIL,4,0,3,0,1,0
676914,2026-05-09,822820,TOR,TOR,1,0,0,0,1,0
677587,2026-05-09,824444,CLE,CLE,5,0,0,0,5,0
677588,2026-05-09,823869,WSH,MIA,4,0,0,0,4,0
677594,2026-05-09,824606,SEA,CWS,4,0,3,0,1,0
677649,2026-05-09,822905,TEX,TEX,4,0,0,0,4,0
677870,2026-05-09,823869,MIA,MIA,4,0,1,0,3,0
677951,2026-05-09,824115,KC,KC,4,1,0,0,4,1
678218,2026-05-09,822820,TOR,TOR,5,1,2,1,3,0
678246,2026-05-09,824606,CWS,CWS,4,2,2,1,2,1
678391,2026-05-09,823869,WSH,MIA,1,0,0,0,1,0
679529,2026-05-09,824115,DET,KC,4,0,0,0,4,0
679822,2026-05-09,822905,TEX,TEX,3,1,0,0,3,1
680574,2026-05-09,824523,CIN,CIN,3,0,0,0,3,0
680718,2026-05-09,822820,TOR,TOR,5,0,2,0,3,0
680728,2026-05-09,825089,AZ,AZ,4,0,0,0,4,0
680757,2026-05-09,824444,CLE,CLE,5,0,1,0,4,0
680869,2026-05-09,824847,ATH,BAL,4,0,1,0,3,0
681082,2026-05-09,823468,PHI,PHI,4,0,2,0,2,0
681198,2026-05-09,823468,COL,PHI,4,0,0,0,4,0
681297,2026-05-09,824847,BAL,BAL,1,0,0,0,1,0
681393,2026-05-09,823869,MIA,MIA,4,0,2,0,2,0
681481,2026-05-09,824115,DET,KC,1,0,0,0,1,0
681624,2026-05-09,823955,LAD,LAD,4,1,1,0,3,1
681807,2026-05-09,824444,CLE,CLE,2,0,0,0,2,0
682177,2026-05-09,824444,CLE,CLE,5,0,1,0,4,0
682626,2026-05-09,825089,NYM,AZ,3,0,0,0,3,0
682657,2026-05-09,824444,CLE,CLE,5,0,1,0,4,0
682829,2026-05-09,824523,CIN,CIN,4,0,1,0,3,0
682928,2026-05-09,823869,WSH,MIA,5,0,2,0,3,0
682985,2026-05-09,824115,DET,KC,4,0,1,0,3,0
682987,2026-05-09,823792,NYY,MIL,3,0,2,0,1,0
682998,2026-05-09,825089,AZ,AZ,4,0,0,0,4,0
683002,2026-05-09,824847,BAL,BAL,5,0,0,0,5,0
683079,2026-05-09,822820,LAA,TOR,1,0,0,0,1,0
683083,2026-05-09,823869,WSH,MIA,4,0,0,0,4,0
683146,2026-05-09,825089,NYM,AZ,3,0,0,0,3,0
683357,2026-05-09,823869,MIA,MIA,3,0,1,0,2,0
683734,2026-05-09,823792,MIL,MIL,1,0,1,0,0,0
683737,2026-05-09,822905,CHC,TEX,4,0,1,0,3,0
683766,2026-05-09,823224,SF,SF,1,0,0,0,1,0
683953,2026-05-09,824444,CLE,CLE,5,0,1,0,4,0
686217,2026-05-09,823792,MIL,MIL,4,0,1,0,3,0
686452,2026-05-09,823869,WSH,MIA,4,0,0,0,4,0
686469,2026-05-09,824115,KC,KC,4,0,0,0,4,0
686681,2026-05-09,824115,KC,KC,3,1,1,0,2,1
686780,2026-05-09,823304,STL,SD,2,0,0,0,2,0
686797,2026-05-09,824444,MIN,CLE,5,0,1,0,4,0
686948,2026-05-09,823955,ATL,LAD,5,0,3,0,2,0
687093,2026-05-09,822820,LAA,TOR,4,0,1,0,3,0
687221,2026-05-09,823955,LAD,LAD,1,0,0,0,1,0
687263,2026-05-09,822820,LAA,TOR,5,0,1,0,4,0
687462,2026-05-09,823224,PIT,SF,5,0,0,0,5,0
687515,2026-05-09,824847,ATH,BAL,2,0,1,0,1,0
687551,2026-05-09,823224,SF,SF,4,0,0,0,4,0
687637,2026-05-09,824847,BAL,BAL,4,0,1,0,3,0
687859,2026-05-09,823468,COL,PHI,4,0,1,0,3,0
689414,2026-05-09,823869,MIA,MIA,4,0,2,0,2,0
690976,2026-05-09,823955,LAD,LAD,3,0,0,0,3,0
690993,2026-05-09,824115,DET,KC,3,0,0,0,3,0
691016,2026-05-09,824847,ATH,BAL,5,0,0,0,5,0
691023,2026-05-09,823304,STL,SD,4,0,0,0,4,0
691026,2026-05-09,823304,STL,SD,4,0,0,0,4,0
691718,2026-05-09,822905,CHC,TEX,4,0,1,0,3,0
691720,2026-05-09,823468,COL,PHI,4,0,1,0,3,0
691723,2026-05-09,824847,BAL,BAL,3,0,1,0,2,0
691781,2026-05-09,823869,WSH,MIA,4,0,0,0,4,0
691788,2026-05-09,823869,MIA,MIA,4,0,1,0,3,0
693304,2026-05-09,823224,PIT,SF,6,0,0,0,6,0
693307,2026-05-09,824115,DET,KC,4,0,1,0,3,0
694025,2026-05-09,823468,PHI,PHI,5,0,4,0,1,0
694192,2026-05-09,823792,MIL,MIL,5,0,0,0,5,0
694208,2026-05-09,822905,CHC,TEX,1,0,0,0,1,0
694212,2026-05-09,824847,BAL,BAL,4,0,0,0,4,0
694384,2026-05-09,822820,LAA,TOR,4,0,0,0,4,0
694497,2026-05-09,822905,TEX,TEX,4,0,0,0,4,0
694728,2026-05-09,824523,HOU,CIN,3,0,1,0,2,0
695336,2026-05-09,823304,STL,SD,4,0,0,0,4,0
695506,2026-05-09,824115,KC,KC,3,0,1,0,2,0
695578,2026-05-09,823869,WSH,MIA,5,1,0,0,5,1
695600,2026-05-09,824115,KC,KC,3,0,1,0,2,0
695657,2026-05-09,824606,CWS,CWS,4,1,2,0,2,1
695734,2026-05-09,823869,WSH,MIA,4,0,1,0,3,0
696030,2026-05-09,822905,TEX,TEX,4,0,0,0,4,0
696100,2026-05-09,823468,COL,PHI,4,0,0,0,4,0
696285,2026-05-09,823869,WSH,MIA,4,0,1,0,3,0
700250,2026-05-09,823792,NYY,MIL,5,0,4,0,1,0
700337,2026-05-09,824606,CWS,CWS,4,0,2,0,2,0
700932,2026-05-09,824444,CLE,CLE,3,0,0,0,3,0
701305,2026-05-09,824523,HOU,CIN,1,0,1,0,0,0
701358,2026-05-09,824523,HOU,CIN,4,0,0,0,4,0
701398,2026-05-09,824523,CIN,CIN,4,0,0,0,4,0
701538,2026-05-09,823304,SD,SD,4,0,1,0,3,0
701675,2026-05-09,823304,STL,SD,4,0,0,0,4,0
701678,2026-05-09,824115,DET,KC,1,0,1,0,0,0
701762,2026-05-09,824847,ATH,BAL,5,0,0,0,5,0
701807,2026-05-09,825089,NYM,AZ,4,0,0,0,4,0
702222,2026-05-09,823468,PHI,PHI,1,0,0,0,1,0
702284,2026-05-09,824606,SEA,CWS,4,0,3,0,1,0
800050,2026-05-09,824444,CLE,CLE,5,0,1,0,4,0
802139,2026-05-09,823304,STL,SD,5,0,1,0,4,0
803011,2026-05-09,824606,CWS,CWS,5,0,3,0,2,0
804606,2026-05-09,823224,PIT,SF,5,0,0,0,5,0
805300,2026-05-09,823869,MIA,MIA,4,1,2,1,2,0
805367,2026-05-09,824606,CWS,CWS,4,0,1,0,3,0
805779,2026-05-09,824847,ATH,BAL,5,0,1,0,4,0
805808,2026-05-09,824115,DET,KC,4,0,1,0,3,0
805811,2026-05-09,823224,SF,SF,4,1,0,0,4,1
805904,2026-05-09,824523,HOU,CIN,2,0,0,0,2,0
807712,2026-05-09,824444,MIN,CLE,4,0,0,0,4,0
807713,2026-05-09,822905,CHC,TEX,1,0,0,0,1,0
808959,2026-05-09,824606,CWS,CWS,4,0,2,0,2,0
808975,2026-05-09,823955,LAD,LAD,4,0,0,0,4,0
808982,2026-05-09,823224,SF,SF,5,0,1,0,4,0
814439,2026-05-09,825089,AZ,AZ,3,0,0,0,3,0
823550,2026-05-09,823304,SD,SD,3,0,1,0,2,0
514888,2026-05-10,824520,HOU,CIN,4,0,3,0,1,0
516782,2026-05-10,824113,KC,KC,1,0,0,0,1,0
518692,2026-05-10,823954,LAD,LAD,4,0,0,0,4,0
542303,2026-05-10,823221,PIT,SF,6,0,1,0,5,0
543510,2026-05-10,825085,AZ,AZ,4,0,3,0,1,0
543760,2026-05-10,825085,NYM,AZ,4,0,3,0,1,0
545121,2026-05-10,825085,AZ,AZ,4,0,3,0,1,0
545341,2026-05-10,824605,CWS,CWS,3,1,0,0,3,1
545361,2026-05-10,822819,LAA,TOR,4,0,2,0,2,0
547180,2026-05-10,823463,PHI,PHI,4,1,0,0,4,1
553869,2026-05-10,824113,KC,KC,3,0,2,0,1,0
571448,2026-05-10,825085,AZ,AZ,4,0,3,0,1,0
571970,2026-05-10,823954,LAD,LAD,4,1,0,0,4,1
572233,2026-05-10,824520,HOU,CIN,3,0,2,0,1,0
573262,2026-05-10,823954,ATL,LAD,1,0,1,0,0,0
575929,2026-05-10,824765,BOS,BOS,1,0,0,0,1,0
592206,2026-05-10,823305,SD,SD,2,1,1,0,1,1
592450,2026-05-10,823793,NYY,MIL,4,1,2,0,2,1
592518,2026-05-10,823305,SD,SD,5,0,0,0,5,0
592626,2026-05-10,822902,TEX,TEX,4,0,1,0,3,0
592663,2026-05-10,823463,PHI,PHI,4,0,0,0,4,0
593428,2026-05-10,823305,SD,SD,4,0,0,0,4,0
596103,2026-05-10,825085,NYM,AZ,4,0,4,0,0,0
596115,2026-05-10,824765,BOS,BOS,4,0,1,0,3,0
596142,2026-05-10,823793,MIL,MIL,4,0,2,0,2,0
605137,2026-05-10,824440,MIN,CLE,5,0,0,0,5,0
605170,2026-05-10,824440,MIN,CLE,1,0,1,0,0,0
606466,2026-05-10,825085,AZ,AZ,4,0,2,0,2,0
607043,2026-05-10,822902,TEX,TEX,4,0,0,0,4,0
607208,2026-05-10,823463,PHI,PHI,4,0,0,0,4,0
608070,2026-05-10,824440,CLE,CLE,5,0,1,0,4,0
608348,2026-05-10,822902,CHC,TEX,3,0,0,0,3,0
608369,2026-05-10,822902,TEX,TEX,4,0,0,0,4,0
608701,2026-05-10,824605,SEA,CWS,2,0,1,0,1,0
609280,2026-05-10,823305,SD,SD,4,0,0,0,4,0
620443,2026-05-10,825085,NYM,AZ,3,0,3,0,0,0
621020,2026-05-10,822902,CHC,TEX,3,0,1,0,2,0
621438,2026-05-10,825085,NYM,AZ,3,0,3,0,0,0
621439,2026-05-10,824440,MIN,CLE,5,0,1,0,4,0
621493,2026-05-10,824845,BAL,BAL,4,0,0,0,4,0
621566,2026-05-10,823954,ATL,LAD,4,1,4,1,0,0
622761,2026-05-10,823954,ATL,LAD,4,0,3,0,1,0
623168,2026-05-10,822819,TOR,TOR,3,0,0,0,3,0
624413,2026-05-10,824845,BAL,BAL,4,0,0,0,4,0
624585,2026-05-10,822819,LAA,TOR,4,0,2,0,2,0
628451,2026-05-10,825085,NYM,AZ,3,0,3,0,0,0
641355,2026-05-10,823793,NYY,MIL,4,0,2,0,2,0
641487,2026-05-10,824605,SEA,CWS,4,0,1,0,3,0
641555,2026-05-10,823793,NYY,MIL,4,0,0,0,4,0
641680,2026-05-10,824845,ATH,BAL,1,0,0,0,1,0
641857,2026-05-10,823793,NYY,MIL,4,0,1,0,3,0
642086,2026-05-10,823954,ATL,LAD,1,0,0,0,1,0
642201,2026-05-10,823954,ATL,LAD,3,0,3,0,0,0
642215,2026-05-10,824845,BAL,BAL,3,0,0,0,3,0
642715,2026-05-10,823221,SF,SF,6,0,0,0,6,0
643289,2026-05-10,823954,ATL,LAD,5,0,4,0,1,0
643376,2026-05-10,822902,TEX,TEX,3,0,0,0,3,0
643446,2026-05-10,824845,ATH,BAL,3,0,0,0,3,0
645277,2026-05-10,823954,ATL,LAD,4,0,4,0,0,0
646240,2026-05-10,823221,SF,SF,5,0,0,0,5,0
647304,2026-05-10,824605,SEA,CWS,4,0,1,0,3,0
650333,2026-05-10,823221,SF,SF,6,0,2,0,4,0
650489,2026-05-10,823463,COL,PHI,4,0,3,0,1,0
650490,2026-05-10,824765,TB,BOS,4,0,2,0,2,0
650859,2026-05-10,823793,MIL,MIL,4,0,3,0,1,0
655316,2026-05-10,824765,BOS,BOS,3,0,0,0,3,0
656305,2026-05-10,823221,SF,SF,6,0,0,0,6,0
656555,2026-05-10,824440,CLE,CLE,2,0,1,0,1,0
656582,2026-05-10,824605,SEA,CWS,2,0,1,0,1,0
656716,2026-05-10,824113,DET,KC,2,0,0,0,2,0
656775,2026-05-10,824765,TB,BOS,4,0,4,0,0,0
656811,2026-05-10,823221,PIT,SF,6,0,1,0,5,0
656941,2026-05-10,823463,PHI,PHI,4,2,0,0,4,2
657041,2026-05-10,824113,KC,KC,2,0,1,0,1,0
657656,2026-05-10,823305,SD,SD,1,0,0,0,1,0
657757,2026-05-10,823305,SD,SD,4,0,0,0,4,0
660271,2026-05-10,823954,LAD,LAD,4,0,0,0,4,0
660710,2026-05-10,823305,SD,SD,3,0,1,0,2,0
660821,2026-05-10,822819,TOR,TOR,4,0,0,0,4,0
661388,2026-05-10,823793,MIL,MIL,4,0,3,0,1,0
662139,2026-05-10,822819,TOR,TOR,4,0,0,0,4,0
663330,2026-05-10,824113,DET,KC,2,0,2,0,0,0
663368,2026-05-10,823793,MIL,MIL,2,0,2,0,0,0
663538,2026-05-10,822902,CHC,TEX,4,0,1,0,3,0
663586,2026-05-10,823954,ATL,LAD,4,0,4,0,0,0
663616,2026-05-10,824440,MIN,CLE,4,0,0,0,4,0
663647,2026-05-10,824520,CIN,CIN,4,0,0,0,4,0
663656,2026-05-10,823954,LAD,LAD,4,0,0,0,4,0
663728,2026-05-10,824605,SEA,CWS,4,0,1,0,3,0
663743,2026-05-10,824765,TB,BOS,4,0,3,0,1,0
663757,2026-05-10,823793,NYY,MIL,4,0,0,0,4,0
663837,2026-05-10,824113,DET,KC,5,0,3,0,2,0
663886,2026-05-10,824520,CIN,CIN,4,0,0,0,4,0
663967,2026-05-10,824520,HOU,CIN,3,0,3,0,0,0
664023,2026-05-10,822902,CHC,TEX,3,0,0,0,3,0
664034,2026-05-10,823305,SD,SD,4,0,1,0,3,0
664040,2026-05-10,823221,PIT,SF,6,0,2,0,4,0
664702,2026-05-10,822819,TOR,TOR,3,0,0,0,3,0
664728,2026-05-10,824113,KC,KC,2,0,1,0,1,0
664761,2026-05-10,823463,PHI,PHI,4,0,0,0,4,0
664983,2026-05-10,823463,COL,PHI,3,0,3,0,0,0
665019,2026-05-10,824440,MIN,CLE,4,0,1,0,3,0
665487,2026-05-10,823305,SD,SD,5,0,0,0,5,0
665489,2026-05-10,822819,TOR,TOR,4,0,0,0,4,0
665742,2026-05-10,825085,NYM,AZ,4,0,4,0,0,0
665750,2026-05-10,824845,BAL,BAL,4,0,0,0,4,0
665833,2026-05-10,823221,PIT,SF,6,1,1,0,5,1
665861,2026-05-10,822819,LAA,TOR,4,0,3,0,1,0
665862,2026-05-10,823793,NYY,MIL,4,0,2,0,2,0
665877,2026-05-10,823305,STL,SD,1,0,1,0,0,0
665926,2026-05-10,822819,TOR,TOR,3,0,0,0,3,0
665966,2026-05-10,824765,BOS,BOS,1,0,1,0,0,0
666018,2026-05-10,824765,TB,BOS,2,0,1,0,1,0
666126,2026-05-10,824845,ATH,BAL,4,0,0,0,4,0
666160,2026-05-10,823463,COL,PHI,4,0,3,0,1,0
666176,2026-05-10,822819,LAA,TOR,4,2,2,2,2,0
666181,2026-05-10,824520,CIN,CIN,5,0,0,0,5,0
666182,2026-05-10,825085,NYM,AZ,4,0,4,0,0,0
666397,2026-05-10,823463,COL,PHI,1,0,0,0,1,0
666624,2026-05-10,823868,MIA,MIA,4,0,0,0,4,0
666969,2026-05-10,823463,PHI,PHI,4,0,0,0,4,0
667670,2026-05-10,824845,ATH,BAL,4,0,1,0,3,0
668227,2026-05-10,824605,SEA,CWS,4,0,0,0,4,0
668709,2026-05-10,824520,CIN,CIN,4,0,0,0,4,0
668715,2026-05-10,824520,CIN,CIN,5,1,0,0,5,1
668723,2026-05-10,824765,TB,BOS,2,0,2,0,0,0
668804,2026-05-10,823221,PIT,SF,1,0,0,0,1,0
668885,2026-05-10,824440,MIN,CLE,4,0,0,0,4,0
668901,2026-05-10,825085,NYM,AZ,4,0,4,0,0,0
668904,2026-05-10,824440,MIN,CLE,4,0,1,0,3,0
668930,2026-05-10,823793,MIL,MIL,5,1,3,0,2,1
668939,2026-05-10,824845,BAL,BAL,4,0,0,0,4,0
669003,2026-05-10,823793,MIL,MIL,4,0,3,0,1,0
669004,2026-05-10,825085,NYM,AZ,1,0,0,0,1,0
669016,2026-05-10,823463,PHI,PHI,4,0,0,0,4,0
669065,2026-05-10,823868,MIA,MIA,4,0,0,0,4,0
669127,2026-05-10,824845,ATH,BAL,4,0,1,0,3,0
669221,2026-05-10,823954,ATL,LAD,3,0,3,0,0,0
669326,2026-05-10,822819,LAA,TOR,3,0,2,0,1,0
669357,2026-05-10,823305,STL,SD,4,0,0,0,4,0
669364,2026-05-10,823868,MIA,MIA,4,0,0,0,4,0
669397,2026-05-10,824520,HOU,CIN,3,0,3,0,0,0
669398,2026-05-10,824113,DET,KC,2,1,0,0,2,1
669477,2026-05-10,823221,SF,SF,4,0,1,0,3,0
669743,2026-05-10,823954,LAD,LAD,4,0,0,0,4,0
670042,2026-05-10,824605,SEA,CWS,2,0,0,0,2,0
670097,2026-05-10,824113,DET,KC,2,0,2,0,0,0
670541,2026-05-10,824520,HOU,CIN,4,0,3,0,1,0
670623,2026-05-10,824520,HOU,CIN,4,0,3,0,1,0
670764,2026-05-10,824765,TB,BOS,3,0,2,0,1,0
671056,2026-05-10,823305,STL,SD,4,0,0,0,4,0
671218,2026-05-10,823221,SF,SF,6,1,0,0,6,1
671277,2026-05-10,823868,WSH,MIA,4,0,0,0,4,0
671289,2026-05-10,823463,COL,PHI,4,0,3,0,1,0
671732,2026-05-10,824845,ATH,BAL,4,0,0,0,4,0
671739,2026-05-10,823954,ATL,LAD,4,0,4,0,0,0
671976,2026-05-10,824605,CWS,CWS,3,0,1,0,2,0
672275,2026-05-10,824440,CLE,CLE,3,0,2,0,1,0
672284,2026-05-10,824605,CWS,CWS,2,0,0,0,2,0
672580,2026-05-10,824113,KC,KC,4,0,0,0,4,0
672640,2026-05-10,823868,MIA,MIA,4,0,0,0,4,0
672695,2026-05-10,825085,AZ,AZ,4,0,3,0,1,0
672724,2026-05-10,822819,LAA,TOR,4,1,3,1,1,0
672761,2026-05-10,824113,DET,KC,5,0,3,0,2,0
672820,2026-05-10,822819,TOR,TOR,4,0,0,0,4,0
672960,2026-05-10,822819,TOR,TOR,4,0,0,0,4,0
673548,2026-05-10,822902,CHC,TEX,4,0,1,0,3,0
673962,2026-05-10,822902,TEX,TEX,4,0,0,0,4,0
676356,2026-05-10,824765,TB,BOS,4,0,4,0,0,0
676391,2026-05-10,822819,TOR,TOR,4,0,0,0,4,0
676475,2026-05-10,823305,STL,SD,4,0,0,0,4,0
676609,2026-05-10,823793,NYY,MIL,4,0,0,0,4,0
677587,2026-05-10,824440,CLE,CLE,4,0,2,0,2,0
677594,2026-05-10,824605,SEA,CWS,4,0,1,0,3,0
677649,2026-05-10,822902,TEX,TEX,4,0,0,0,4,0
677800,2026-05-10,824765,BOS,BOS,4,0,1,0,3,0
677942,2026-05-10,824845,BAL,BAL,3,0,0,0,3,0
677951,2026-05-10,824113,KC,KC,4,0,0,0,4,0
678246,2026-05-10,824605,CWS,CWS,4,0,1,0,3,0
678391,2026-05-10,823868,WSH,MIA,3,0,0,0,3,0
678489,2026-05-10,825085,AZ,AZ,4,0,3,0,1,0
678554,2026-05-10,823868,WSH,MIA,1,0,0,0,1,0
678662,2026-05-10,823463,COL,PHI,3,0,3,0,0,0
678882,2026-05-10,824765,BOS,BOS,4,0,0,0,4,0
679529,2026-05-10,824113,DET,KC,5,0,2,0,3,0
679822,2026-05-10,822902,TEX,TEX,3,0,0,0,3,0
679845,2026-05-10,824113,KC,KC,3,0,2,0,1,0
680574,2026-05-10,824520,CIN,CIN,4,0,0,0,4,0
680728,2026-05-10,825085,AZ,AZ,3,0,2,0,1,0
680757,2026-05-10,824440,CLE,CLE,5,0,2,0,3,0
680776,2026-05-10,824765,BOS,BOS,5,0,0,0,5,0
680777,2026-05-10,824440,MIN,CLE,4,0,0,0,4,0
680779,2026-05-10,823221,PIT,SF,5,0,0,0,5,0
680869,2026-05-10,824845,ATH,BAL,4,0,0,0,4,0
680977,2026-05-10,824605,SEA,CWS,5,0,1,0,4,0
681082,2026-05-10,823463,PHI,PHI,4,0,0,0,4,0
681508,2026-05-10,824765,BOS,BOS,4,0,0,0,4,0
681624,2026-05-10,823954,LAD,LAD,4,0,0,0,4,0
681715,2026-05-10,823868,MIA,MIA,4,0,0,0,4,0
681807,2026-05-10,824440,CLE,CLE,1,0,0,0,1,0
682177,2026-05-10,824440,CLE,CLE,5,0,3,0,2,0
682657,2026-05-10,824440,CLE,CLE,5,0,3,0,2,0
682829,2026-05-10,824520,CIN,CIN,4,0,0,0,4,0
682928,2026-05-10,823868,WSH,MIA,4,0,1,0,3,0
682985,2026-05-10,824113,DET,KC,5,0,3,0,2,0
682987,2026-05-10,823793,NYY,MIL,4,0,0,0,4,0
682998,2026-05-10,825085,AZ,AZ,4,0,3,0,1,0
683002,2026-05-10,824845,BAL,BAL,4,0,0,0,4,0
683083,2026-05-10,823868,WSH,MIA,3,0,0,0,3,0
683146,2026-05-10,825085,NYM,AZ,1,0,0,0,1,0
683679,2026-05-10,823221,SF,SF,6,0,2,0,4,0
683734,2026-05-10,823793,MIL,MIL,4,0,2,0,2,0
683737,2026-05-10,822902,CHC,TEX,3,0,0,0,3,0
683766,2026-05-10,823221,SF,SF,1,0,0,0,1,0
683953,2026-05-10,824440,CLE,CLE,5,0,3,0,2,0
686217,2026-05-10,823793,MIL,MIL,2,0,1,0,1,0
686452,2026-05-10,823868,WSH,MIA,3,0,0,0,3,0
686469,2026-05-10,824113,KC,KC,4,0,1,0,3,0
686527,2026-05-10,824605,SEA,CWS,2,0,0,0,2,0
686555,2026-05-10,824113,KC,KC,4,0,1,0,3,0
686668,2026-05-10,823463,COL,PHI,3,0,3,0,0,0
686681,2026-05-10,824113,KC,KC,1,0,0,0,1,0
686780,2026-05-10,823305,STL,SD,3,0,0,0,3,0
686797,2026-05-10,824440,MIN,CLE,4,0,1,0,3,0
686948,2026-05-10,823954,ATL,LAD,4,1,4,1,0,0
687093,2026-05-10,822819,LAA,TOR,4,0,2,0,2,0
687221,2026-05-10,823954,LAD,LAD,4,0,0,0,4,0
687231,2026-05-10,824845,ATH,BAL,1,0,0,0,1,0
687263,2026-05-10,822819,LAA,TOR,4,0,2,0,2,0
687363,2026-05-10,823305,STL,SD,1,0,0,0,1,0
687401,2026-05-10,823793,MIL,MIL,4,0,2,0,2,0
687462,2026-05-10,823221,PIT,SF,6,0,1,0,5,0
687551,2026-05-10,823221,SF,SF,6,0,2,0,4,0
687597,2026-05-10,823463,COL,PHI,3,0,3,0,0,0
687637,2026-05-10,824845,BAL,BAL,4,0,0,0,4,0
687859,2026-05-10,823463,COL,PHI,1,0,0,0,1,0
689414,2026-05-10,823868,MIA,MIA,4,0,0,0,4,0
