pitcher,date,bf,hr_allowed,hand
663947,2026-06-07,2,0,L
663978,2026-06-07,9,1,R
664076,2026-06-07,5,0,L
664141,2026-06-07,4,0,R
664199,2026-06-07,3,0,R
664875,2026-06-07,3,0,R
664991,2026-06-07,3,0,L
665871,2026-06-07,21,0,R
666277,2026-06-07,5,1,R
666974,2026-06-07,2,0,R
667755,2026-06-07,27,2,R
668674,2026-06-07,4,0,R
668873,2026-06-07,3,0,R
668941,2026-06-07,3,0,L
669062,2026-06-07,4,0,L
669165,2026-06-07,6,0,R
669330,2026-06-07,2,0,R
669358,2026-06-07,26,1,R
669622,2026-06-07,4,0,R
670167,2026-06-07,3,0,R
670280,2026-06-07,3,0,R
670329,2026-06-07,3,1,R
670950,2026-06-07,8,0,R
671936,2026-06-07,4,0,L
673513,2026-06-07,6,2,L
675660,2026-06-07,24,0,L
676263,2026-06-07,4,0,L
676282,2026-06-07,25,3,L
676617,2026-06-07,4,0,R
676684,2026-06-07,3,0,R
676760,2026-06-07,10,0,R
676775,2026-06-07,5,0,R
676917,2026-06-07,22,2,R
677955,2026-06-07,7,1,R
678606,2026-06-07,3,0,L
680742,2026-06-07,6,0,R
681168,2026-06-07,4,0,R
681190,2026-06-07,22,1,R
681217,2026-06-07,5,0,R
681347,2026-06-07,26,2,R
681402,2026-06-07,3,0,R
681867,2026-06-07,3,0,R
681895,2026-06-07,6,0,L
681911,2026-06-07,5,0,L
681916,2026-06-07,3,0,R
682254,2026-06-07,6,0,L
682608,2026-06-07,4,0,R
683000,2026-06-07,11,0,R
683618,2026-06-07,5,0,R
684974,2026-06-07,4,1,R
686218,2026-06-07,9,0,R
686580,2026-06-07,6,1,R
686747,2026-06-07,2,1,L
686790,2026-06-07,21,0,R
686973,2026-06-07,5,0,R
686993,2026-06-07,2,0,R
687396,2026-06-07,2,0,L
687570,2026-06-07,18,0,L
689147,2026-06-07,5,0,R
689520,2026-06-07,10,0,R
689818,2026-06-07,16,2,R
693645,2026-06-07,22,0,R
693821,2026-06-07,22,1,R
694037,2026-06-07,3,0,R
694360,2026-06-07,5,1,R
694477,2026-06-07,5,0,R
695076,2026-06-07,16,0,R
695611,2026-06-07,24,0,L
696131,2026-06-07,3,0,R
696147,2026-06-07,1,0,R
696149,2026-06-07,20,0,R
699823,2026-06-07,6,0,R
700241,2026-06-07,23,2,R
702021,2026-06-07,10,1,L
702070,2026-06-07,23,0,L
702193,2026-06-07,8,1,R
800311,2026-06-07,5,0,R
805427,2026-06-07,4,0,L
815083,2026-06-07,3,0,L
489446,2026-06-08,5,0,R
542888,2026-06-08,5,0,R
543056,2026-06-08,5,0,L
544150,2026-06-08,9,0,R
571578,2026-06-08,18,1,L
571945,2026-06-08,17,0,R
592094,2026-06-08,4,0,R
592155,2026-06-08,4,0,L
594027,2026-06-08,5,0,R
605130,2026-06-08,7,1,R
605488,2026-06-08,25,2,L
621111,2026-06-08,22,0,R
621112,2026-06-08,4,1,R
622088,2026-06-08,6,0,R
623352,2026-06-08,3,0,L
641329,2026-06-08,4,0,R
641745,2026-06-08,5,0,R
642232,2026-06-08,3,0,L
643410,2026-06-08,4,0,R
650556,2026-06-08,3,0,R
650911,2026-06-08,26,1,L
656234,2026-06-08,3,0,R
657277,2026-06-08,27,0,R
657612,2026-06-08,3,0,L
660761,2026-06-08,7,0,L
660825,2026-06-08,5,0,R
660853,2026-06-08,5,1,R
661395,2026-06-08,4,0,R
662253,2026-06-08,4,0,R
663687,2026-06-08,7,0,L
663992,2026-06-08,5,0,L
664076,2026-06-08,3,0,L
665622,2026-06-08,7,1,R
666171,2026-06-08,5,0,R
666374,2026-06-08,4,0,R
666808,2026-06-08,3,0,R
667297,2026-06-08,4,0,R
668909,2026-06-08,22,2,R
668984,2026-06-08,4,0,R
669270,2026-06-08,6,1,R
669711,2026-06-08,3,0,R
670059,2026-06-08,3,0,R
670280,2026-06-08,6,0,R
670970,2026-06-08,5,0,L
671096,2026-06-08,24,1,L
671922,2026-06-08,5,0,R
671936,2026-06-08,3,0,L
676106,2026-06-08,21,0,R
676775,2026-06-08,6,0,R
676879,2026-06-08,9,2,L
680570,2026-06-08,25,0,R
680573,2026-06-08,13,0,R
680723,2026-06-08,7,1,L
680730,2026-06-08,8,0,L
681293,2026-06-08,26,0,R
681402,2026-06-08,5,0,R
681867,2026-06-08,6,0,R
681916,2026-06-08,1,0,R
681982,2026-06-08,9,0,R
682120,2026-06-08,3,0,L
682842,2026-06-08,5,0,R
683769,2026-06-08,4,0,R
685112,2026-06-08,7,0,R
686993,2026-06-08,2,0,R
687330,2026-06-08,4,0,R
687396,2026-06-08,3,0,L
687911,2026-06-08,4,0,L
687941,2026-06-08,2,0,L
689296,2026-06-08,9,1,R
690925,2026-06-08,7,0,R
690986,2026-06-08,17,3,L
691951,2026-06-08,4,0,L
693855,2026-06-08,14,1,L
694346,2026-06-08,19,0,R
694477,2026-06-08,4,0,R
695243,2026-06-08,3,0,R
696147,2026-06-08,4,0,R
696519,2026-06-08,2,0,L
699134,2026-06-08,4,0,R
701542,2026-06-08,20,0,R
813349,2026-06-08,23,1,L
471911,2026-06-09,8,0,R
489446,2026-06-09,3,0,R
518585,2026-06-09,6,0,R
519141,2026-06-09,3,0,L
542888,2026-06-09,3,0,R
543037,2026-06-09,21,0,R
543135,2026-06-09,23,1,R
552640,2026-06-09,6,0,R
554430,2026-06-09,24,1,R
571948,2026-06-09,5,0,L
573124,2026-06-09,4,1,L
592094,2026-06-09,5,0,R
592454,2026-06-09,4,0,R
594580,2026-06-09,3,0,L
595014,2026-06-09,5,0,R
605288,2026-06-09,18,1,R
607067,2026-06-09,26,2,R
607200,2026-06-09,23,1,R
607259,2026-06-09,27,0,R
608337,2026-06-09,20,0,R
608372,2026-06-09,22,1,R
608718,2026-06-09,9,0,L
621112,2026-06-09,8,0,R
621237,2026-06-09,2,0,L
622088,2026-06-09,4,0,R
622554,2026-06-09,3,0,R
622608,2026-06-09,5,0,R
623454,2026-06-09,3,0,R
628452,2026-06-09,6,1,R
640448,2026-06-09,6,0,R
641329,2026-06-09,3,0,R
641778,2026-06-09,20,2,L
642100,2026-06-09,4,0,L
642547,2026-06-09,28,1,R
642701,2026-06-09,7,0,R
646241,2026-06-09,4,0,L
656222,2026-06-09,5,1,L
656234,2026-06-09,3,0,R
656271,2026-06-09,5,0,L
656302,2026-06-09,22,0,R
656457,2026-06-09,3,0,L
656464,2026-06-09,3,0,R
656529,2026-06-09,5,0,L
656546,2026-06-09,4,0,R
656550,2026-06-09,18,1,R
656638,2026-06-09,4,0,R
656848,2026-06-09,6,0,R
656945,2026-06-09,5,0,L
657044,2026-06-09,3,0,R
657514,2026-06-09,3,0,L
657571,2026-06-09,3,0,L
657612,2026-06-09,1,0,L
661395,2026-06-09,3,0,R
663158,2026-06-09,3,0,R
663568,2026-06-09,23,0,R
663574,2026-06-09,5,0,R
663738,2026-06-09,4,0,L
663941,2026-06-09,8,0,R
663947,2026-06-09,3,0,L
663992,2026-06-09,1,0,L
664126,2026-06-09,5,0,R
664141,2026-06-09,4,0,R
664199,2026-06-09,5,0,R
664875,2026-06-09,6,0,R
665660,2026-06-09,4,0,R
666808,2026-06-09,3,0,R
668390,2026-06-09,2,0,R
668678,2026-06-09,26,0,R
669020,2026-06-09,5,0,L
669062,2026-06-09,3,0,L
669160,2026-06-09,22,0,R
669211,2026-06-09,5,0,L
669270,2026-06-09,5,1,R
669302,2026-06-09,23,0,R
669330,2026-06-09,3,0,R
669372,2026-06-09,28,1,R
669432,2026-06-09,24,1,L
669622,2026-06-09,2,0,R
669724,2026-06-09,3,0,R
670036,2026-06-09,3,0,R
670059,2026-06-09,4,0,R
670167,2026-06-09,2,0,R
670329,2026-06-09,4,1,R
670970,2026-06-09,5,0,L
671737,2026-06-09,23,3,R
672335,2026-06-09,3,0,L
673513,2026-06-09,4,1,L
674444,2026-06-09,4,0,R
674841,2026-06-09,21,0,L
675512,2026-06-09,23,4,R
676477,2026-06-09,4,0,R
676534,2026-06-09,4,0,R
676604,2026-06-09,4,0,R
676974,2026-06-09,25,2,R
677865,2026-06-09,7,0,L
677944,2026-06-09,23,1,R
677955,2026-06-09,4,0,R
678020,2026-06-09,4,0,R
678606,2026-06-09,8,1,L
678906,2026-06-09,25,0,R
679358,2026-06-09,5,0,R
680702,2026-06-09,9,0,R
681799,2026-06-09,5,0,R
681916,2026-06-09,4,0,R
682120,2026-06-09,6,1,L
682997,2026-06-09,5,0,R
684049,2026-06-09,8,0,R
685126,2026-06-09,6,1,L
686930,2026-06-09,6,0,R
686973,2026-06-09,5,0,R
687209,2026-06-09,3,0,R
687330,2026-06-09,3,0,R
687377,2026-06-09,4,1,R
688107,2026-06-09,25,4,L
688158,2026-06-09,8,0,R
689147,2026-06-09,4,0,R
689254,2026-06-09,3,0,L
689266,2026-06-09,7,0,L
689441,2026-06-09,9,0,R
689520,2026-06-09,3,0,R
689546,2026-06-09,5,0,R
690925,2026-06-09,3,0,R
691799,2026-06-09,8,0,R
694335,2026-06-09,3,0,R
694361,2026-06-09,4,0,R
694973,2026-06-09,25,0,R
695001,2026-06-09,10,0,R
695239,2026-06-09,4,0,L
695243,2026-06-09,3,0,R
695380,2026-06-09,4,0,R
695418,2026-06-09,14,0,R
695505,2026-06-09,24,0,R
696062,2026-06-09,6,1,R
699134,2026-06-09,5,0,R
699823,2026-06-09,2,0,R
700712,2026-06-09,24,0,R
801139,2026-06-09,28,0,L
805123,2026-06-09,9,0,R
805299,2026-06-09,6,0,L
453286,2026-06-10,18,2,R
519242,2026-06-10,25,0,L
547179,2026-06-10,19,0,R
571927,2026-06-10,3,1,L
573124,2026-06-10,3,0,L
573204,2026-06-10,4,0,L
592662,2026-06-10,24,1,L
593974,2026-06-10,4,0,L
596001,2026-06-10,6,0,R
605130,2026-06-10,3,0,R
607074,2026-06-10,25,1,L
607455,2026-06-10,6,0,L
607625,2026-06-10,13,0,R
621237,2026-06-10,4,0,L
621381,2026-06-10,5,1,L
622554,2026-06-10,3,0,R
622608,2026-06-10,4,1,R
623352,2026-06-10,3,0,L
641302,2026-06-10,5,0,L
641745,2026-06-10,2,0,R
642121,2026-06-10,3,1,R
642232,2026-06-10,8,0,L
642397,2026-06-10,5,1,L
642528,2026-06-10,5,0,R
643511,2026-06-10,4,0,R
650556,2026-06-10,2,0,R
650633,2026-06-10,30,2,R
656492,2026-06-10,24,1,L
656546,2026-06-10,4,0,R
656638,2026-06-10,7,0,R
656641,2026-06-10,4,0,L
656730,2026-06-10,4,0,R
656794,2026-06-10,6,0,L
656849,2026-06-10,20,2,L
656876,2026-06-10,24,0,R
657097,2026-06-10,6,1,R
657514,2026-06-10,4,0,L
657571,2026-06-10,3,0,L
660271,2026-06-10,29,1,R
660761,2026-06-10,3,0,L
660853,2026-06-10,5,0,R
661395,2026-06-10,4,0,R
663436,2026-06-10,25,0,R
663542,2026-06-10,4,0,L
663567,2026-06-10,24,2,R
663574,2026-06-10,3,0,R
663687,2026-06-10,3,0,L
663738,2026-06-10,3,0,L
663767,2026-06-10,5,0,R
663903,2026-06-10,24,0,R
664076,2026-06-10,5,1,L
664208,2026-06-10,4,0,R
664285,2026-06-10,23,2,L
664991,2026-06-10,5,0,L
665622,2026-06-10,7,0,R
665660,2026-06-10,3,0,R
665665,2026-06-10,8,1,L
666171,2026-06-10,4,0,R
666200,2026-06-10,25,0,L
666661,2026-06-10,1,0,R
666974,2026-06-10,4,0,R
667297,2026-06-10,4,0,R
668674,2026-06-10,4,0,R
668941,2026-06-10,4,0,L
668984,2026-06-10,1,0,R
669022,2026-06-10,26,0,L
669165,2026-06-10,5,1,R
669194,2026-06-10,22,2,R
669199,2026-06-10,9,0,R
669276,2026-06-10,1,0,L
669387,2026-06-10,17,1,R
669467,2026-06-10,24,1,R
669711,2026-06-10,1,0,R
669724,2026-06-10,4,0,R
669923,2026-06-10,27,1,R
670036,2026-06-10,4,0,R
670167,2026-06-10,3,0,R
670245,2026-06-10,9,0,R
672282,2026-06-10,22,1,L
672335,2026-06-10,5,0,L
672782,2026-06-10,6,0,R
674444,2026-06-10,5,0,R
675848,2026-06-10,3,0,R
675916,2026-06-10,4,0,R
676051,2026-06-10,6,0,R
676105,2026-06-10,5,0,R
676263,2026-06-10,4,1,L
676760,2026-06-10,6,1,R
676879,2026-06-10,5,0,L
678022,2026-06-10,20,2,R
680730,2026-06-10,2,1,L
680742,2026-06-10,1,0,R
680744,2026-06-10,4,0,R
680755,2026-06-10,4,0,R
681217,2026-06-10,4,1,R
681402,2026-06-10,3,0,R
681810,2026-06-10,7,0,R
681895,2026-06-10,1,0,L
681911,2026-06-10,2,0,L
682445,2026-06-10,12,1,R
682608,2026-06-10,5,0,R
683003,2026-06-10,16,0,R
684007,2026-06-10,19,0,L
686580,2026-06-10,5,1,R
686753,2026-06-10,10,0,R
687064,2026-06-10,25,0,R
687075,2026-06-10,21,1,R
687209,2026-06-10,4,0,R
687377,2026-06-10,3,0,R
687396,2026-06-10,4,0,L
687473,2026-06-10,16,0,R
687531,2026-06-10,8,0,R
687562,2026-06-10,23,0,L
687606,2026-06-10,10,2,R
687911,2026-06-10,1,0,L
689225,2026-06-10,7,0,R
689254,2026-06-10,3,1,L
693313,2026-06-10,10,0,R
693686,2026-06-10,5,0,R
694037,2026-06-10,3,0,R
694335,2026-06-10,6,0,R
694477,2026-06-10,3,2,R
695534,2026-06-10,3,1,R
696131,2026-06-10,9,0,R
696147,2026-06-10,4,0,R
701519,2026-06-10,6,0,R
702021,2026-06-10,9,0,L
702193,2026-06-10,7,0,R
702474,2026-06-10,13,0,R
702752,2026-06-10,10,1,R
800048,2026-06-10,25,0,L
800311,2026-06-10,4,0,R
805427,2026-06-10,4,0,L
806188,2026-06-10,4,0,L
518876,2026-06-11,23,0,R
548384,2026-06-11,4,0,L
552640,2026-06-11,4,0,R
571948,2026-06-11,3,0,L
596133,2026-06-11,3,0,R
608379,2026-06-11,29,1,R
621053,2026-06-11,7,1,R
621345,2026-06-11,4,0,L
623149,2026-06-11,4,0,R
642207,2026-06-11,3,0,R
642701,2026-06-11,3,0,R
656577,2026-06-11,6,2,R
656605,2026-06-11,24,1,R
656641,2026-06-11,6,0,L
656848,2026-06-11,4,0,R
656945,2026-06-11,4,0,L
663372,2026-06-11,20,1,R
663947,2026-06-11,6,0,L
663969,2026-06-11,18,0,R
664126,2026-06-11,3,0,R
664208,2026-06-11,4,0,R
664991,2026-06-11,1,0,L
665795,2026-06-11,22,2,R
666277,2026-06-11,4,0,R
668390,2026-06-11,3,0,R
668941,2026-06-11,5,1,L
669020,2026-06-11,4,0,L
669330,2026-06-11,10,0,R
669622,2026-06-11,5,0,R
670329,2026-06-11,4,0,R
670990,2026-06-11,8,0,R
671111,2026-06-11,8,1,L
672456,2026-06-11,24,0,R
676263,2026-06-11,3,0,L
676534,2026-06-11,3,0,R
677865,2026-06-11,3,0,L
677958,2026-06-11,20,0,R
680604,2026-06-11,12,1,R
680694,2026-06-11,21,3,R
680736,2026-06-11,21,2,L
681035,2026-06-11,22,3,R
681895,2026-06-11,7,0,L
681911,2026-06-11,1,0,L
683618,2026-06-11,5,0,R
684049,2026-06-11,7,0,R
689225,2026-06-11,3,0,R
689520,2026-06-11,6,1,R
689546,2026-06-11,4,0,R
690928,2026-06-11,20,2,R
693433,2026-06-11,23,2,R
694360,2026-06-11,8,0,R
694361,2026-06-11,7,0,R
695239,2026-06-11,4,0,L
695380,2026-06-11,7,0,R
700669,2026-06-11,2,0,R
805299,2026-06-11,4,0,L
805673,2026-06-11,28,3,R
518585,2026-06-12,5,0,R
543056,2026-06-12,4,0,L
543243,2026-06-12,23,0,R
548384,2026-06-12,5,0,L
552640,2026-06-12,3,0,R
571948,2026-06-12,3,0,L
573124,2026-06-12,4,0,L
592454,2026-06-12,3,0,R
592773,2026-06-12,7,3,R
593958,2026-06-12,15,1,L
593974,2026-06-12,8,0,L
594027,2026-06-12,3,0,R
595014,2026-06-12,4,0,R
595345,2026-06-12,9,0,L
607455,2026-06-12,3,0,L
615698,2026-06-12,9,1,R
621074,2026-06-12,3,0,R
621097,2026-06-12,5,0,R
621381,2026-06-12,4,1,L
621383,2026-06-12,6,0,L
622088,2026-06-12,5,0,R
623149,2026-06-12,3,0,R
623211,2026-06-12,5,0,R
623352,2026-06-12,3,0,L
623454,2026-06-12,6,0,R
641743,2026-06-12,22,0,L
641793,2026-06-12,10,1,R
641835,2026-06-12,4,0,L
642207,2026-06-12,6,0,R
642528,2026-06-12,3,0,R
642546,2026-06-12,10,0,R
643511,2026-06-12,3,0,R
645261,2026-06-12,30,2,R
656234,2026-06-12,5,0,R
656271,2026-06-12,7,0,L
656288,2026-06-12,24,2,R
656427,2026-06-12,13,0,R
656464,2026-06-12,5,0,R
656529,2026-06-12,3,0,L
657044,2026-06-12,5,0,R
657514,2026-06-12,3,0,L
657746,2026-06-12,24,1,R
660853,2026-06-12,4,0,R
663423,2026-06-12,7,1,R
663542,2026-06-12,3,0,L
663556,2026-06-12,21,0,L
663687,2026-06-12,4,0,L
663767,2026-06-12,4,0,R
663878,2026-06-12,7,0,R
664141,2026-06-12,7,0,R
664199,2026-06-12,8,0,R
665871,2026-06-12,21,0,R
666157,2026-06-12,26,0,L
666171,2026-06-12,2,0,R
666277,2026-06-12,3,0,R
666808,2026-06-12,5,0,R
666974,2026-06-12,3,0,R
667463,2026-06-12,4,0,L
668674,2026-06-12,8,0,R
669062,2026-06-12,2,1,L
669211,2026-06-12,4,0,L
669212,2026-06-12,3,0,R
669358,2026-06-12,24,0,R
669438,2026-06-12,18,0,R
669684,2026-06-12,3,0,L
670950,2026-06-12,6,0,R
671922,2026-06-12,3,0,R
672335,2026-06-12,5,1,L
672782,2026-06-12,4,0,R
674444,2026-06-12,6,0,R
675911,2026-06-12,17,3,R
676105,2026-06-12,4,0,R
676254,2026-06-12,3,0,R
676440,2026-06-12,25,2,R
677952,2026-06-12,22,0,R
677960,2026-06-12,20,2,L
678020,2026-06-12,5,2,R
679358,2026-06-12,4,0,R
679883,2026-06-12,10,2,R
680744,2026-06-12,7,0,R
680755,2026-06-12,6,0,R
681168,2026-06-12,7,1,R
681217,2026-06-12,4,0,R
681402,2026-06-12,4,1,R
681517,2026-06-12,22,1,R
682243,2026-06-12,26,2,R
683000,2026-06-12,17,0,R
683004,2026-06-12,25,1,R
683618,2026-06-12,3,0,R
683769,2026-06-12,3,0,R
686930,2026-06-12,6,0,R
686973,2026-06-12,3,0,R
686993,2026-06-12,4,1,R
687209,2026-06-12,6,0,R
687396,2026-06-12,4,0,L
687606,2026-06-12,9,1,R
687911,2026-06-12,5,0,L
688158,2026-06-12,5,0,R
688642,2026-06-12,16,0,R
689254,2026-06-12,4,0,L
689296,2026-06-12,4,0,R
690997,2026-06-12,18,0,R
691725,2026-06-12,24,1,R
691951,2026-06-12,21,0,L
694738,2026-06-12,20,0,R
694819,2026-06-12,27,0,R
695611,2026-06-12,21,0,L
696062,2026-06-12,12,0,R
696131,2026-06-12,13,1,R
699008,2026-06-12,9,1,R
700669,2026-06-12,4,0,R
702056,2026-06-12,25,1,R
702193,2026-06-12,3,0,R
702275,2026-06-12,18,0,R
805123,2026-06-12,7,0,R
805427,2026-06-12,4,0,L
807743,2026-06-12,12,0,L
808963,2026-06-12,23,1,R
815083,2026-06-12,13,0,L
837227,2026-06-12,7,0,R
445276,2026-06-13,3,0,R
489446,2026-06-13,3,0,R
518585,2026-06-13,6,0,R
518886,2026-06-13,4,0,R
527048,2026-06-13,20,0,L
543056,2026-06-13,2,0,L
544150,2026-06-13,17,3,R
547973,2026-06-13,4,0,L
573204,2026-06-13,5,0,L
592094,2026-06-13,4,0,R
592155,2026-06-13,6,0,L
592332,2026-06-13,25,1,R
592773,2026-06-13,3,0,R
594027,2026-06-13,4,1,R
594798,2026-06-13,23,0,R
605130,2026-06-13,4,0,R
605400,2026-06-13,22,2,R
607536,2026-06-13,27,1,L
608718,2026-06-13,5,0,L
621237,2026-06-13,5,1,L
621381,2026-06-13,3,1,L
622491,2026-06-13,27,1,R
624133,2026-06-13,23,0,L
628452,2026-06-13,4,0,R
640448,2026-06-13,6,0,R
640455,2026-06-13,22,1,L
641745,2026-06-13,8,0,R
641835,2026-06-13,2,0,L
642100,2026-06-13,1,0,L
642121,2026-06-13,8,1,R
642397,2026-06-13,4,0,L
643377,2026-06-13,20,0,R
643410,2026-06-13,4,0,R
643511,2026-06-13,5,0,R
647336,2026-06-13,23,0,R
650556,2026-06-13,3,0,R
650960,2026-06-13,3,0,R
656529,2026-06-13,5,0,L
656638,2026-06-13,7,0,R
656730,2026-06-13,5,0,R
656848,2026-06-13,6,0,R
657571,2026-06-13,4,0,L
660761,2026-06-13,8,0,L
660825,2026-06-13,3,0,R
660853,2026-06-13,4,0,R
661395,2026-06-13,3,0,R
663158,2026-06-13,3,0,R
663574,2026-06-13,3,0,R
663738,2026-06-13,3,0,L
663947,2026-06-13,3,0,L
663992,2026-06-13,6,0,L
664076,2026-06-13,3,0,L
664208,2026-06-13,5,0,R
664875,2026-06-13,6,2,R
665660,2026-06-13,3,0,R
665665,2026-06-13,7,2,L
666661,2026-06-13,4,1,R
667463,2026-06-13,4,0,L
667755,2026-06-13,19,0,R
668390,2026-06-13,4,0,R
668873,2026-06-13,4,0,R
668941,2026-06-13,2,0,L
669199,2026-06-13,9,0,R
669211,2026-06-13,4,0,L
669270,2026-06-13,3,0,R
669276,2026-06-13,3,0,L
669373,2026-06-13,21,1,L
669461,2026-06-13,18,3,L
669622,2026-06-13,7,0,R
670059,2026-06-13,5,0,R
670167,2026-06-13,7,1,R
670280,2026-06-13,3,0,R
670970,2026-06-13,1,0,L
670990,2026-06-13,5,0,R
671922,2026-06-13,6,0,R
673513,2026-06-13,4,0,L
675660,2026-06-13,23,1,L
675848,2026-06-13,4,0,R
676254,2026-06-13,4,0,R
676282,2026-06-13,21,0,L
676477,2026-06-13,3,0,R
676534,2026-06-13,5,0,R
676571,2026-06-13,3,0,L
676617,2026-06-13,6,0,R
676760,2026-06-13,3,0,R
676917,2026-06-13,20,1,R
676962,2026-06-13,23,0,R
677955,2026-06-13,5,0,R
678020,2026-06-13,4,0,R
678606,2026-06-13,4,0,L
680723,2026-06-13,8,0,L
680732,2026-06-13,22,2,R
681190,2026-06-13,23,1,R
681347,2026-06-13,24,1,R
681799,2026-06-13,4,0,R
681810,2026-06-13,9,1,R
681911,2026-06-13,2,0,L
681916,2026-06-13,5,0,R
682120,2026-06-13,3,0,L
682254,2026-06-13,6,0,L
682608,2026-06-13,5,1,R
683155,2026-06-13,18,1,R
683769,2026-06-13,4,0,R
685126,2026-06-13,5,1,L
686580,2026-06-13,4,0,R
686790,2026-06-13,20,1,R
686973,2026-06-13,5,1,R
687377,2026-06-13,3,0,R
687570,2026-06-13,26,1,L
687911,2026-06-13,3,0,L
688297,2026-06-13,3,0,R
689147,2026-06-13,3,0,R
693645,2026-06-13,29,1,R
694335,2026-06-13,5,0,R
694346,2026-06-13,22,2,R
694477,2026-06-13,8,1,R
695001,2026-06-13,5,0,R
695076,2026-06-13,25,1,R
695239,2026-06-13,3,0,L
695380,2026-06-13,3,0,R
695418,2026-06-13,6,0,R
695534,2026-06-13,8,0,R
696149,2026-06-13,22,0,R
696519,2026-06-13,8,0,L
697812,2026-06-13,16,0,L
699134,2026-06-13,5,0,R
699823,2026-06-13,3,0,R
701519,2026-06-13,9,1,R
702070,2026-06-13,20,2,L
800311,2026-06-13,3,0,R
806188,2026-06-13,7,0,L
808967,2026-06-13,27,1,R
518886,2026-06-14,4,0,R
519141,2026-06-14,8,1,L
543135,2026-06-14,26,2,R
571578,2026-06-14,18,0,L
571945,2026-06-14,23,0,R
571948,2026-06-14,3,0,L
592094,2026-06-14,3,0,R
592454,2026-06-14,4,0,R
594580,2026-06-14,3,0,L
595014,2026-06-14,4,0,R
596001,2026-06-14,5,0,R
605130,2026-06-14,6,1,R
605488,2026-06-14,20,3,L
607067,2026-06-14,24,1,R
607200,2026-06-14,13,0,R
607455,2026-06-14,3,0,L
608372,2026-06-14,26,1,R
608718,2026-06-14,6,0,L
621074,2026-06-14,4,1,R
621111,2026-06-14,21,1,R
621345,2026-06-14,2,0,L
621383,2026-06-14,4,0,L
622088,2026-06-14,5,1,R
622554,2026-06-14,6,0,R
623149,2026-06-14,4,0,R
623211,2026-06-14,3,0,R
625643,2026-06-14,5,0,R
641329,2026-06-14,4,0,R
642546,2026-06-14,3,0,R
642547,2026-06-14,20,0,R
650911,2026-06-14,25,2,L
650960,2026-06-14,5,0,R
656234,2026-06-14,4,1,R
656464,2026-06-14,5,0,R
656546,2026-06-14,3,0,R
656641,2026-06-14,4,0,L
656794,2026-06-14,8,0,L
657097,2026-06-14,1,0,R
657277,2026-06-14,30,0,R
657612,2026-06-14,3,0,L
662253,2026-06-14,2,0,R
663542,2026-06-14,4,1,L
663568,2026-06-14,26,0,R
663738,2026-06-14,3,0,L
663767,2026-06-14,5,0,R
663878,2026-06-14,4,0,R
663978,2026-06-14,5,0,R
664076,2026-06-14,2,0,L
664126,2026-06-14,4,1,R
665622,2026-06-14,10,1,R
666126,2026-06-14,9,1,L
666171,2026-06-14,3,0,R
666277,2026-06-14,8,0,R
666661,2026-06-14,3,0,R
666808,2026-06-14,3,0,R
666974,2026-06-14,6,0,R
667297,2026-06-14,3,1,R
668678,2026-06-14,25,2,R
668873,2026-06-14,3,0,R
668941,2026-06-14,5,0,L
668984,2026-06-14,7,0,R
669020,2026-06-14,4,0,L
669432,2026-06-14,24,0,L
669620,2026-06-14,11,0,L
669711,2026-06-14,5,0,R
670245,2026-06-14,8,0,R
670280,2026-06-14,5,0,R
670329,2026-06-14,5,1,R
670970,2026-06-14,4,0,L
671096,2026-06-14,21,1,L
671737,2026-06-14,27,2,R
672335,2026-06-14,4,0,L
672782,2026-06-14,3,0,R
674444,2026-06-14,2,0,R
675916,2026-06-14,3,0,R
676106,2026-06-14,21,1,R
676263,2026-06-14,6,2,L
676534,2026-06-14,5,0,R
676571,2026-06-14,5,0,L
676604,2026-06-14,3,0,R
676755,2026-06-14,6,0,R
676879,2026-06-14,7,0,L
676974,2026-06-14,28,0,R
678606,2026-06-14,4,0,L
680570,2026-06-14,12,0,R
680604,2026-06-14,4,1,R
680755,2026-06-14,5,1,R
681217,2026-06-14,3,0,R
681293,2026-06-14,26,0,R
681799,2026-06-14,6,0,R
681895,2026-06-14,3,0,L
682769,2026-06-14,12,0,R
682842,2026-06-14,4,0,R
683627,2026-06-14,6,0,R
684049,2026-06-14,7,0,R
686218,2026-06-14,21,1,R
687209,2026-06-14,5,1,R
687330,2026-06-14,7,0,R
687396,2026-06-14,3,0,L
689254,2026-06-14,4,0,L
689266,2026-06-14,4,0,L
689296,2026-06-14,4,0,R
689546,2026-06-14,5,0,R
690925,2026-06-14,3,0,R
690986,2026-06-14,21,0,L
691799,2026-06-14,8,1,R
693686,2026-06-14,10,0,R
693821,2026-06-14,24,2,R
693855,2026-06-14,16,1,L
694973,2026-06-14,23,2,R
695001,2026-06-14,3,0,R
695243,2026-06-14,4,0,R
695380,2026-06-14,4,0,R
696147,2026-06-14,9,2,R
699134,2026-06-14,5,0,R
700241,2026-06-14,25,1,R
701542,2026-06-14,21,0,R
702193,2026-06-14,4,0,R
813349,2026-06-14,27,2,L
547179,2026-06-15,22,1,R
554430,2026-06-15,23,0,R
571927,2026-06-15,8,1,L
573124,2026-06-15,1,0,L
573204,2026-06-15,5,1,L
592155,2026-06-15,3,0,L
593974,2026-06-15,3,0,L
595345,2026-06-15,2,0,L
605452,2026-06-15,3,0,R
606996,2026-06-15,7,0,L
607259,2026-06-15,22,1,R
608337,2026-06-15,23,0,R
