batter,pt,ab,h,tb,date
596115,FF,1,0,0,2026-04-23
596115,SL,1,0,0,2026-04-23
596117,CH,1,0,0,2026-04-23
596117,SI,1,0,0,2026-04-23
596142,CH,1,0,0,2026-04-23
596142,FF,3,2,3,2026-04-23
605137,CH,1,1,1,2026-04-23
605137,FC,2,0,0,2026-04-23
605137,FF,1,0,0,2026-04-23
605244,SI,1,1,1,2026-04-23
605244,SL,1,0,0,2026-04-23
606192,CH,2,0,0,2026-04-23
606192,FF,1,0,0,2026-04-23
606192,SI,1,0,0,2026-04-23
606466,CH,2,1,1,2026-04-23
606466,FC,1,1,1,2026-04-23
606466,SL,1,0,0,2026-04-23
607043,FF,3,2,3,2026-04-23
607208,CU,2,0,0,2026-04-23
607208,SI,2,0,0,2026-04-23
608324,CH,1,0,0,2026-04-23
608324,SI,3,1,1,2026-04-23
608324,SL,1,0,0,2026-04-23
608348,CH,2,1,1,2026-04-23
608348,SI,1,1,2,2026-04-23
608348,SL,1,1,1,2026-04-23
608348,ST,1,0,0,2026-04-23
608369,CH,2,2,5,2026-04-23
608369,FF,2,0,0,2026-04-23
609280,FF,2,0,0,2026-04-23
609280,SL,2,1,1,2026-04-23
609280,ST,1,1,2,2026-04-23
621020,CH,1,1,1,2026-04-23
621020,FF,1,1,1,2026-04-23
621020,SI,1,0,0,2026-04-23
621020,ST,2,0,0,2026-04-23
621439,CH,1,1,2,2026-04-23
621439,CU,2,0,0,2026-04-23
621439,FF,1,0,0,2026-04-23
621439,FS,1,0,0,2026-04-23
621566,CH,1,0,0,2026-04-23
621566,CU,1,1,1,2026-04-23
621566,FF,2,1,2,2026-04-23
621566,SI,1,1,1,2026-04-23
622761,CH,1,0,0,2026-04-23
624512,FF,3,0,0,2026-04-23
624641,FF,1,1,1,2026-04-23
624641,SI,1,0,0,2026-04-23
630105,CH,1,0,0,2026-04-23
630105,FF,2,2,2,2026-04-23
630105,SI,1,0,0,2026-04-23
641355,FF,1,1,1,2026-04-23
641355,SI,1,0,0,2026-04-23
641857,SI,1,1,1,2026-04-23
642086,CH,1,0,0,2026-04-23
642086,FF,1,1,1,2026-04-23
642086,SI,1,1,1,2026-04-23
642201,FF,2,0,0,2026-04-23
642708,FF,2,0,0,2026-04-23
642708,SI,1,1,1,2026-04-23
642715,CU,2,0,0,2026-04-23
642715,SI,1,0,0,2026-04-23
642715,SL,1,0,0,2026-04-23
643217,FC,2,0,0,2026-04-23
643217,FF,2,1,4,2026-04-23
643217,SV,1,1,1,2026-04-23
643289,CH,1,0,0,2026-04-23
643289,FF,3,0,0,2026-04-23
643289,ST,1,0,0,2026-04-23
643376,FF,3,0,0,2026-04-23
643376,SI,1,0,0,2026-04-23
645277,CH,1,1,1,2026-04-23
645277,CU,1,0,0,2026-04-23
645277,FF,2,2,5,2026-04-23
646240,CU,1,0,0,2026-04-23
646240,SI,1,0,0,2026-04-23
646240,SL,1,0,0,2026-04-23
650333,SL,2,1,1,2026-04-23
650402,FC,1,0,0,2026-04-23
650402,SI,2,0,0,2026-04-23
650402,ST,1,0,0,2026-04-23
650489,FC,1,0,0,2026-04-23
650859,CU,1,0,0,2026-04-23
650859,FC,1,0,0,2026-04-23
650859,SL,1,0,0,2026-04-23
656305,CU,1,0,0,2026-04-23
656305,SI,1,0,0,2026-04-23
656305,SL,1,0,0,2026-04-23
656484,FF,3,1,1,2026-04-23
656484,FS,1,0,0,2026-04-23
656484,SI,1,1,4,2026-04-23
656811,CH,1,0,0,2026-04-23
656811,CU,1,0,0,2026-04-23
656811,SL,1,1,1,2026-04-23
656941,CH,2,0,0,2026-04-23
656941,CU,1,0,0,2026-04-23
656941,SI,1,0,0,2026-04-23
657656,CU,1,0,0,2026-04-23
657656,FF,2,2,4,2026-04-23
657656,FS,1,0,0,2026-04-23
657656,SL,2,1,1,2026-04-23
657757,FC,1,1,4,2026-04-23
657757,FF,1,0,0,2026-04-23
660271,CH,1,0,0,2026-04-23
660271,FF,1,0,0,2026-04-23
660271,SI,2,0,0,2026-04-23
660271,ST,1,0,0,2026-04-23
660670,CU,1,0,0,2026-04-23
660670,FF,3,0,0,2026-04-23
660670,SI,1,1,1,2026-04-23
660688,CU,2,0,0,2026-04-23
660688,FF,1,0,0,2026-04-23
661388,FF,2,0,0,2026-04-23
661388,SI,2,1,2,2026-04-23
663330,SI,1,1,4,2026-04-23
663368,CH,1,0,0,2026-04-23
663368,FF,2,1,2,2026-04-23
663538,CH,3,0,0,2026-04-23
663538,FC,1,0,0,2026-04-23
663538,SI,1,0,0,2026-04-23
663586,CU,2,0,0,2026-04-23
663586,FF,1,0,0,2026-04-23
663586,SI,1,1,2,2026-04-23
663604,CH,1,0,0,2026-04-23
663604,FF,1,1,1,2026-04-23
663604,SI,1,0,0,2026-04-23
663616,CH,1,0,0,2026-04-23
663616,CU,1,0,0,2026-04-23
663616,FF,1,1,1,2026-04-23
663616,FS,1,0,0,2026-04-23
663616,SL,1,0,0,2026-04-23
663656,CH,1,1,2,2026-04-23
663656,FC,2,1,1,2026-04-23
663656,ST,1,0,0,2026-04-23
663698,FF,2,1,1,2026-04-23
663698,SL,1,0,0,2026-04-23
663757,CU,1,0,0,2026-04-23
663757,FC,2,1,1,2026-04-23
663757,SI,1,0,0,2026-04-23
663837,SL,1,0,0,2026-04-23
664023,CH,2,0,0,2026-04-23
664023,SI,2,1,1,2026-04-23
664023,SL,1,1,4,2026-04-23
664023,ST,1,0,0,2026-04-23
664034,FF,1,0,0,2026-04-23
664034,FS,1,0,0,2026-04-23
664034,SL,1,0,0,2026-04-23
664040,CH,2,0,0,2026-04-23
664040,FF,1,0,0,2026-04-23
664040,SL,1,0,0,2026-04-23
664238,FF,1,0,0,2026-04-23
664761,CU,1,0,0,2026-04-23
664761,SI,3,1,2,2026-04-23
664954,FC,2,0,0,2026-04-23
664954,FF,1,0,0,2026-04-23
664954,KN,1,0,0,2026-04-23
664983,KN,1,0,0,2026-04-23
664983,ST,1,1,2,2026-04-23
665019,FF,1,0,0,2026-04-23
665019,SI,3,0,0,2026-04-23
665487,FF,2,0,0,2026-04-23
665487,SL,2,0,0,2026-04-23
665487,ST,1,1,1,2026-04-23
665742,SI,2,0,0,2026-04-23
665742,SL,1,0,0,2026-04-23
665804,CH,1,0,0,2026-04-23
665804,SI,2,1,1,2026-04-23
665833,CH,1,0,0,2026-04-23
665833,CU,1,1,4,2026-04-23
665833,FF,2,0,0,2026-04-23
665862,FF,2,1,4,2026-04-23
665862,SI,2,1,1,2026-04-23
665966,FC,1,0,0,2026-04-23
665966,SI,1,1,4,2026-04-23
665966,SL,1,0,0,2026-04-23
666023,CU,1,0,0,2026-04-23
666023,FF,1,0,0,2026-04-23
666023,FS,1,0,0,2026-04-23
666023,SL,1,0,0,2026-04-23
666152,FF,1,0,0,2026-04-23
666152,SI,3,2,2,2026-04-23
666160,CH,1,1,1,2026-04-23
666160,FC,1,0,0,2026-04-23
666160,KN,1,1,4,2026-04-23
666160,SI,1,1,1,2026-04-23
666160,SL,1,1,4,2026-04-23
666182,CU,1,0,0,2026-04-23
666182,SI,2,2,2,2026-04-23
666182,SL,1,1,2,2026-04-23
666182,ST,1,0,0,2026-04-23
666397,FC,1,0,0,2026-04-23
666397,FF,3,1,1,2026-04-23
666397,KN,1,1,3,2026-04-23
666464,FF,1,0,0,2026-04-23
666969,SL,1,1,4,2026-04-23
668804,CH,2,0,0,2026-04-23
668804,FF,2,0,0,2026-04-23
668885,CH,1,0,0,2026-04-23
668885,FF,2,2,2,2026-04-23
668885,SI,1,1,1,2026-04-23
668901,FF,2,0,0,2026-04-23
668901,ST,1,0,0,2026-04-23
668930,CH,1,0,0,2026-04-23
668930,FF,1,0,0,2026-04-23
668930,SI,2,0,0,2026-04-23
669003,FF,1,0,0,2026-04-23
669016,CH,1,1,1,2026-04-23
669016,CU,2,1,4,2026-04-23
669016,SI,1,1,4,2026-04-23
669224,FF,2,0,0,2026-04-23
669224,SI,1,0,0,2026-04-23
669224,ST,1,0,0,2026-04-23
669394,SI,1,0,0,2026-04-23
669394,SL,2,0,0,2026-04-23
669394,ST,1,0,0,2026-04-23
669701,FF,2,0,0,2026-04-23
671218,CU,1,0,0,2026-04-23
671218,SI,2,0,0,2026-04-23
671277,CH,1,0,0,2026-04-23
671277,CU,1,0,0,2026-04-23
671277,SL,1,0,0,2026-04-23
671289,CH,1,1,2,2026-04-23
671289,FF,1,0,0,2026-04-23
671739,SI,3,2,2,2026-04-23
671739,SL,1,1,2,2026-04-23
671976,FC,1,1,1,2026-04-23
671976,FF,1,0,0,2026-04-23
671976,SL,1,0,0,2026-04-23
672275,CU,1,0,0,2026-04-23
672275,FF,1,0,0,2026-04-23
672275,SI,1,0,0,2026-04-23
672695,CH,1,0,0,2026-04-23
672695,CU,1,0,0,2026-04-23
672695,FF,1,1,1,2026-04-23
672695,SL,1,0,0,2026-04-23
672761,CH,1,0,0,2026-04-23
672761,CU,1,0,0,2026-04-23
672761,FF,1,0,0,2026-04-23
673357,CU,1,0,0,2026-04-23
673357,SI,1,1,2,2026-04-23
673357,SL,1,0,0,2026-04-23
673357,ST,1,0,0,2026-04-23
673548,CH,1,0,0,2026-04-23
673548,FF,1,1,4,2026-04-23
673548,SI,2,2,2,2026-04-23
673962,FF,1,1,1,2026-04-23
673962,SI,1,0,0,2026-04-23
673962,ST,1,0,0,2026-04-23
676609,CU,1,0,0,2026-04-23
676609,FF,2,1,2,2026-04-23
676609,ST,1,1,1,2026-04-23
677588,CH,2,0,0,2026-04-23
677588,FF,2,0,0,2026-04-23
677592,FC,1,0,0,2026-04-23
677592,SI,2,0,0,2026-04-23
677592,SV,1,0,0,2026-04-23
677595,FF,4,0,0,2026-04-23
677800,FC,2,1,1,2026-04-23
677950,FC,1,0,0,2026-04-23
677950,FF,1,1,2,2026-04-23
678246,CH,1,0,0,2026-04-23
678246,FC,1,0,0,2026-04-23
678246,SL,1,0,0,2026-04-23
678246,SV,1,1,1,2026-04-23
678391,CH,1,0,0,2026-04-23
678391,CU,2,1,1,2026-04-23
678489,CU,1,0,0,2026-04-23
678489,FF,2,0,0,2026-04-23
678489,SL,1,0,0,2026-04-23
678554,FF,1,0,0,2026-04-23
678662,FC,1,0,0,2026-04-23
678662,FF,1,0,0,2026-04-23
678662,SI,1,0,0,2026-04-23
678662,SL,1,0,0,2026-04-23
678662,ST,1,0,0,2026-04-23
678882,FC,1,0,0,2026-04-23
678882,FF,1,0,0,2026-04-23
678882,FS,1,0,0,2026-04-23
678882,SL,1,0,0,2026-04-23
679529,FC,1,0,0,2026-04-23
679529,SI,1,1,4,2026-04-23
679529,ST,2,0,0,2026-04-23
680728,FC,1,0,0,2026-04-23
680728,FF,2,0,0,2026-04-23
680728,SI,1,1,2,2026-04-23
680776,CU,1,1,1,2026-04-23
680776,FC,2,0,0,2026-04-23
680776,FF,1,0,0,2026-04-23
680777,FF,1,0,0,2026-04-23
680777,SI,1,1,4,2026-04-23
680777,SL,1,0,0,2026-04-23
681082,CH,2,1,1,2026-04-23
681082,CU,1,0,0,2026-04-23
681198,CH,1,0,0,2026-04-23
681198,FF,1,1,2,2026-04-23
681198,KN,1,1,2,2026-04-23
681198,SI,1,0,0,2026-04-23
681481,CU,1,0,0,2026-04-23
681481,FC,1,0,0,2026-04-23
681624,SI,4,0,0,2026-04-23
682626,FF,2,0,0,2026-04-23
682626,SI,1,0,0,2026-04-23
682641,CH,3,1,1,2026-04-23
682928,CH,3,1,4,2026-04-23
682985,CU,1,1,4,2026-04-23
682985,SI,2,1,1,2026-04-23
682998,CU,1,0,0,2026-04-23
682998,FF,3,0,0,2026-04-23
683083,CH,1,0,0,2026-04-23
683083,FF,2,0,0,2026-04-23
683146,FF,3,2,5,2026-04-23
683146,FS,1,0,0,2026-04-23
683737,CH,1,0,0,2026-04-23
683737,FC,1,0,0,2026-04-23
683737,FF,1,0,0,2026-04-23
683737,SI,3,2,5,2026-04-23
686217,CU,1,1,1,2026-04-23
686668,FC,1,1,1,2026-04-23
686668,SI,1,0,0,2026-04-23
686797,CH,2,1,1,2026-04-23
686797,FF,2,2,2,2026-04-23
686823,CU,1,0,0,2026-04-23
686823,FF,1,0,0,2026-04-23
686823,SL,1,0,0,2026-04-23
686894,CH,1,0,0,2026-04-23
686948,CU,2,0,0,2026-04-23
686948,FF,2,1,1,2026-04-23
687221,CH,1,1,1,2026-04-23
687221,FC,1,0,0,2026-04-23
687401,FC,1,1,1,2026-04-23
687401,FF,1,0,0,2026-04-23
687401,SI,1,0,0,2026-04-23
687462,FF,3,0,0,2026-04-23
687551,CU,1,0,0,2026-04-23
687551,SI,1,0,0,2026-04-23
687859,FF,4,3,3,2026-04-23
690976,CH,1,1,1,2026-04-23
690976,FC,1,0,0,2026-04-23
690976,ST,1,0,0,2026-04-23
690993,FC,2,0,0,2026-04-23
691718,FC,1,0,0,2026-04-23
691718,ST,1,0,0,2026-04-23
691720,FC,2,0,0,2026-04-23
691720,ST,2,0,0,2026-04-23
691785,CU,1,0,0,2026-04-23
691785,FC,1,0,0,2026-04-23
691785,FF,1,1,2,2026-04-23
693304,FF,1,0,0,2026-04-23
693304,SL,2,2,2,2026-04-23
693307,FC,1,1,1,2026-04-23
693307,SI,3,0,0,2026-04-23
694025,FF,1,0,0,2026-04-23
694025,SI,3,0,0,2026-04-23
694208,FC,1,1,2,2026-04-23
694208,FF,1,1,2,2026-04-23
694497,FF,2,1,4,2026-04-23
694497,SI,1,0,0,2026-04-23
694497,ST,1,1,1,2026-04-23
695578,CH,1,0,0,2026-04-23
695578,FF,3,1,4,2026-04-23
695657,CH,1,1,1,2026-04-23
695657,FF,3,2,2,2026-04-23
695734,CH,1,1,1,2026-04-23
695734,FC,1,1,1,2026-04-23
696030,CH,1,1,1,2026-04-23
696030,FF,1,0,0,2026-04-23
696285,CU,2,0,0,2026-04-23
696285,SI,2,0,0,2026-04-23
699912,FF,1,0,0,2026-04-23
700250,FF,1,0,0,2026-04-23
700250,SI,2,1,1,2026-04-23
700250,ST,1,0,0,2026-04-23
701538,CH,1,0,0,2026-04-23
701538,FF,2,0,0,2026-04-23
701807,FF,1,1,2,2026-04-23
701807,FS,1,1,4,2026-04-23
701807,ST,1,0,0,2026-04-23
702222,CH,2,0,0,2026-04-23
702222,FF,1,0,0,2026-04-23
702222,SI,2,0,0,2026-04-23
702332,FC,2,0,0,2026-04-23
702332,SI,1,0,0,2026-04-23
803011,CH,1,0,0,2026-04-23
803011,FC,1,0,0,2026-04-23
803011,FF,1,0,0,2026-04-23
803011,SL,1,0,0,2026-04-23
804606,CH,1,0,0,2026-04-23
804606,SL,2,0,0,2026-04-23
804606,ST,1,0,0,2026-04-23
805367,FF,1,1,1,2026-04-23
805367,SV,2,1,1,2026-04-23
805808,CU,1,0,0,2026-04-23
805808,FF,2,1,2,2026-04-23
805808,SI,1,0,0,2026-04-23
807712,CH,1,0,0,2026-04-23
807712,CU,1,0,0,2026-04-23
807712,FF,2,0,0,2026-04-23
807712,SI,1,0,0,2026-04-23
807713,CH,2,2,2,2026-04-23
807799,CU,1,0,0,2026-04-23
807799,FF,1,0,0,2026-04-23
807799,SI,2,0,0,2026-04-23
808959,FF,4,1,1,2026-04-23
808959,SV,1,0,0,2026-04-23
808975,CH,2,0,0,2026-04-23
808975,FF,2,2,2,2026-04-23
808982,CU,1,0,0,2026-04-23
808982,SI,2,0,0,2026-04-23
457705,FF,1,1,1,2026-04-24
514888,FF,1,1,2,2026-04-24
514888,ST,2,1,1,2026-04-24
516782,CU,1,1,1,2026-04-24
516782,FF,1,0,0,2026-04-24
516782,ST,1,0,0,2026-04-24
518692,CH,1,0,0,2026-04-24
518692,CU,2,0,0,2026-04-24
518692,FF,1,0,0,2026-04-24
519317,CU,1,0,0,2026-04-24
519317,SI,2,1,1,2026-04-24
521692,FF,3,0,0,2026-04-24
521692,ST,1,0,0,2026-04-24
542303,CU,1,0,0,2026-04-24
542303,FC,2,0,0,2026-04-24
542303,FF,1,0,0,2026-04-24
542303,SI,1,0,0,2026-04-24
543309,FC,1,0,0,2026-04-24
543309,FF,1,0,0,2026-04-24
543309,SL,1,0,0,2026-04-24
543309,ST,1,0,0,2026-04-24
543760,FC,2,0,0,2026-04-24
543760,SI,1,0,0,2026-04-24
543760,SL,1,0,0,2026-04-24
543877,CH,1,0,0,2026-04-24
543877,FF,1,1,1,2026-04-24
545341,FF,1,0,0,2026-04-24
545341,ST,1,1,2,2026-04-24
545361,CH,1,0,0,2026-04-24
545361,CU,1,0,0,2026-04-24
547180,FC,1,0,0,2026-04-24
547180,FF,1,1,4,2026-04-24
547180,SL,2,0,0,2026-04-24
547180,ST,1,0,0,2026-04-24
553869,FF,2,1,2,2026-04-24
553869,ST,1,0,0,2026-04-24
571970,CH,2,1,2,2026-04-24
571970,CU,1,0,0,2026-04-24
571970,FF,1,0,0,2026-04-24
572233,CH,1,0,0,2026-04-24
572233,ST,3,2,2,2026-04-24
573262,FF,3,0,0,2026-04-24
573262,SI,1,1,1,2026-04-24
575929,FF,1,0,0,2026-04-24
575929,SL,3,0,0,2026-04-24
592450,FC,1,0,0,2026-04-24
592450,ST,1,0,0,2026-04-24
592626,FF,1,0,0,2026-04-24
592626,SL,1,0,0,2026-04-24
592626,ST,1,1,1,2026-04-24
595879,CU,1,0,0,2026-04-24
595879,FF,1,1,4,2026-04-24
595879,ST,1,0,0,2026-04-24
595879,SV,1,0,0,2026-04-24
596115,FF,1,1,1,2026-04-24
596115,FS,1,0,0,2026-04-24
596115,SI,1,1,1,2026-04-24
596117,FC,1,1,1,2026-04-24
596117,FF,2,0,0,2026-04-24
596117,SL,1,1,1,2026-04-24
602104,FF,2,0,0,2026-04-24
602104,SI,1,0,0,2026-04-24
602104,SL,1,0,0,2026-04-24
605170,CH,2,0,0,2026-04-24
605170,FF,2,0,0,2026-04-24
606192,FF,2,0,0,2026-04-24
606192,SI,1,0,0,2026-04-24
606192,ST,1,0,0,2026-04-24
606992,SI,2,1,2,2026-04-24
606992,SL,1,0,0,2026-04-24
607043,FC,2,0,0,2026-04-24
607043,SI,1,0,0,2026-04-24
607043,SL,1,0,0,2026-04-24
607208,FF,1,1,4,2026-04-24
607208,SL,2,0,0,2026-04-24
608070,CH,1,1,1,2026-04-24
608070,FC,1,0,0,2026-04-24
608070,FF,1,0,0,2026-04-24
608070,SL,1,0,0,2026-04-24
608324,FF,1,1,1,2026-04-24
608324,SI,1,0,0,2026-04-24
608324,SL,2,0,0,2026-04-24
608324,ST,1,1,4,2026-04-24
608348,FF,1,0,0,2026-04-24
608348,SL,2,0,0,2026-04-24
608369,FC,2,0,0,2026-04-24
608369,FF,1,1,1,2026-04-24
608369,ST,1,1,2,2026-04-24
608701,FF,1,0,0,2026-04-24
621020,FF,2,2,7,2026-04-24
621020,SL,1,0,0,2026-04-24
621043,FF,1,0,0,2026-04-24
621043,SI,1,0,0,2026-04-24
621043,ST,1,0,0,2026-04-24
621438,FF,1,0,0,2026-04-24
621438,SI,1,1,1,2026-04-24
621438,SL,1,0,0,2026-04-24
621439,FC,2,0,0,2026-04-24
621439,FF,2,0,0,2026-04-24
621439,SI,1,0,0,2026-04-24
621493,CH,1,1,1,2026-04-24
621493,FC,1,1,1,2026-04-24
621493,SI,2,2,2,2026-04-24
621566,FF,2,1,1,2026-04-24
621566,SL,2,1,1,2026-04-24
621566,ST,1,0,0,2026-04-24
622761,SL,1,0,0,2026-04-24
623168,CU,1,0,0,2026-04-24
623168,ST,2,0,0,2026-04-24
624413,CH,1,0,0,2026-04-24
624413,CU,1,0,0,2026-04-24
624413,SI,2,1,1,2026-04-24
624413,ST,1,0,0,2026-04-24
624428,SL,1,0,0,2026-04-24
624585,CH,2,1,1,2026-04-24
624585,FC,1,0,0,2026-04-24
641343,FS,2,1,1,2026-04-24
641343,SI,1,0,0,2026-04-24
641355,FC,1,0,0,2026-04-24
641355,FF,2,0,0,2026-04-24
641355,SI,2,0,0,2026-04-24
641355,ST,1,1,1,2026-04-24
641487,CU,1,0,0,2026-04-24
641487,SL,1,0,0,2026-04-24
641555,CU,1,0,0,2026-04-24
641555,FC,1,0,0,2026-04-24
641555,FF,2,1,1,2026-04-24
641555,SI,1,1,1,2026-04-24
641857,CU,1,0,0,2026-04-24
641857,FC,1,1,4,2026-04-24
641857,SI,2,0,0,2026-04-24
642086,CU,2,1,1,2026-04-24
642086,FC,1,0,0,2026-04-24
642086,FF,1,0,0,2026-04-24
642201,SI,1,0,0,2026-04-24
642201,ST,1,1,1,2026-04-24
642715,FF,1,0,0,2026-04-24
642715,SI,2,0,0,2026-04-24
642715,SL,1,0,0,2026-04-24
642715,ST,1,0,0,2026-04-24
643217,FF,1,0,0,2026-04-24
643217,SI,1,1,2,2026-04-24
643289,FF,1,1,1,2026-04-24
643289,SI,1,0,0,2026-04-24
643289,ST,1,0,0,2026-04-24
643446,CU,1,1,1,2026-04-24
643446,FF,1,0,0,2026-04-24
643446,FS,2,1,1,2026-04-24
645277,FF,2,1,1,2026-04-24
645277,FS,1,1,1,2026-04-24
645277,SI,1,0,0,2026-04-24
646240,CH,1,0,0,2026-04-24
646240,FF,2,0,0,2026-04-24
646240,SI,1,0,0,2026-04-24
647304,FF,2,1,4,2026-04-24
647304,SL,1,0,0,2026-04-24
650333,CH,1,0,0,2026-04-24
650333,FF,3,3,3,2026-04-24
650333,SI,1,0,0,2026-04-24
650391,FF,1,0,0,2026-04-24
650402,FF,1,0,0,2026-04-24
650402,SV,1,0,0,2026-04-24
650490,FC,1,0,0,2026-04-24
650490,FF,2,1,1,2026-04-24
650490,FS,1,0,0,2026-04-24
650859,CH,1,0,0,2026-04-24
650859,FS,2,0,0,2026-04-24
656305,SI,2,1,1,2026-04-24
656305,SL,1,0,0,2026-04-24
656305,ST,1,0,0,2026-04-24
656484,CH,2,0,0,2026-04-24
656484,FF,1,1,1,2026-04-24
656484,SI,1,0,0,2026-04-24
656555,CU,2,0,0,2026-04-24
656555,FF,1,1,1,2026-04-24
656555,SL,1,0,0,2026-04-24
656775,FF,2,0,0,2026-04-24
656775,FS,1,0,0,2026-04-24
656811,FF,3,1,1,2026-04-24
656811,SI,1,1,2,2026-04-24
656941,CH,1,0,0,2026-04-24
656941,CU,1,0,0,2026-04-24
656941,FF,1,0,0,2026-04-24
656941,SL,1,0,0,2026-04-24
657041,FF,1,0,0,2026-04-24
657041,FS,1,0,0,2026-04-24
660162,FF,1,0,0,2026-04-24
660271,CH,1,0,0,2026-04-24
660271,SL,1,0,0,2026-04-24
660271,ST,1,0,0,2026-04-24
660670,FF,1,0,0,2026-04-24
660670,FS,1,1,4,2026-04-24
660670,SI,1,0,0,2026-04-24
660821,CU,2,1,4,2026-04-24
660821,SI,1,0,0,2026-04-24
660844,FF,2,0,0,2026-04-24
660844,SI,1,0,0,2026-04-24
660844,SL,1,0,0,2026-04-24
661388,FF,3,0,0,2026-04-24
661388,ST,1,0,0,2026-04-24
662139,CU,2,0,0,2026-04-24
662139,FC,1,0,0,2026-04-24
662139,FF,1,0,0,2026-04-24
663330,FF,2,1,1,2026-04-24
663330,ST,1,0,0,2026-04-24
663368,FF,1,0,0,2026-04-24
663538,FF,2,1,1,2026-04-24
663538,SL,3,0,0,2026-04-24
663586,FF,1,0,0,2026-04-24
663586,SI,2,0,0,2026-04-24
663604,FF,1,0,0,2026-04-24
663604,FS,1,0,0,2026-04-24
663604,SI,1,0,0,2026-04-24
663616,FC,1,0,0,2026-04-24
663616,FF,4,1,1,2026-04-24
663647,CU,1,0,0,2026-04-24
663647,FF,1,0,0,2026-04-24
663647,SI,1,0,0,2026-04-24
663656,CH,1,0,0,2026-04-24
663656,FF,1,0,0,2026-04-24
663656,SL,1,0,0,2026-04-24
663728,CU,2,0,0,2026-04-24
663728,FF,1,0,0,2026-04-24
663743,FC,1,0,0,2026-04-24
663743,FF,2,1,2,2026-04-24
663757,FF,2,0,0,2026-04-24
663837,CH,1,0,0,2026-04-24
663837,CU,1,0,0,2026-04-24
663837,FC,1,0,0,2026-04-24
663837,FF,2,1,2,2026-04-24
663886,CU,1,0,0,2026-04-24
663886,FF,1,0,0,2026-04-24
663886,ST,1,1,2,2026-04-24
663993,FS,1,1,4,2026-04-24
663993,SI,4,1,4,2026-04-24
664023,FF,3,1,1,2026-04-24
664023,SL,1,0,0,2026-04-24
664040,CH,1,0,0,2026-04-24
664040,CU,1,0,0,2026-04-24
664040,FF,2,1,2,2026-04-24
664040,SI,1,0,0,2026-04-24
664059,CU,1,0,0,2026-04-24
664702,FF,1,0,0,2026-04-24
664761,SL,2,0,0,2026-04-24
664761,ST,1,1,1,2026-04-24
664770,CU,1,1,2,2026-04-24
664983,CH,1,0,0,2026-04-24
664983,FF,2,1,2,2026-04-24
665019,CH,1,0,0,2026-04-24
665019,FC,1,0,0,2026-04-24
665019,FF,1,1,1,2026-04-24
665019,FS,1,0,0,2026-04-24
665489,CU,1,0,0,2026-04-24
665489,FC,1,0,0,2026-04-24
665489,SI,1,0,0,2026-04-24
665489,SL,1,0,0,2026-04-24
665742,CH,3,0,0,2026-04-24
665742,SI,1,1,1,2026-04-24
665750,CU,1,0,0,2026-04-24
665750,FC,1,0,0,2026-04-24
665750,FF,2,0,0,2026-04-24
665833,CH,1,0,0,2026-04-24
665833,CU,1,0,0,2026-04-24
665833,FF,2,0,0,2026-04-24
665833,SL,1,0,0,2026-04-24
665862,CH,1,1,4,2026-04-24
665862,FC,1,1,1,2026-04-24
665862,FF,1,0,0,2026-04-24
665862,SI,1,1,1,2026-04-24
665877,FF,1,0,0,2026-04-24
665877,SI,1,1,1,2026-04-24
665877,SL,1,0,0,2026-04-24
665926,CU,1,1,1,2026-04-24
665926,FS,1,1,1,2026-04-24
665926,ST,2,1,2,2026-04-24
665966,SI,1,1,1,2026-04-24
665966,SL,3,0,0,2026-04-24
666018,CU,2,1,4,2026-04-24
666018,FF,1,1,4,2026-04-24
666018,SL,1,0,0,2026-04-24
666126,FC,2,1,4,2026-04-24
666126,FF,1,0,0,2026-04-24
666126,FS,1,1,4,2026-04-24
666152,FF,1,0,0,2026-04-24
666152,FS,1,0,0,2026-04-24
666160,CH,2,1,1,2026-04-24
666160,FF,1,0,0,2026-04-24
666160,ST,2,0,0,2026-04-24
666176,CH,2,0,0,2026-04-24
666176,FF,1,1,1,2026-04-24
666176,SI,1,0,0,2026-04-24
666176,SL,1,0,0,2026-04-24
666182,FC,1,0,0,2026-04-24
666182,FF,1,0,0,2026-04-24
666182,SI,2,1,1,2026-04-24
666310,CU,1,0,0,2026-04-24
666310,FC,1,0,0,2026-04-24
666310,FF,1,0,0,2026-04-24
666310,SI,1,1,1,2026-04-24
666969,CU,1,1,1,2026-04-24
666969,FC,1,1,1,2026-04-24
666969,FF,1,0,0,2026-04-24
666969,SL,2,1,1,2026-04-24
667472,CU,1,0,0,2026-04-24
667472,FF,1,0,0,2026-04-24
667472,SI,1,1,1,2026-04-24
668227,CU,1,1,2,2026-04-24
668227,FF,1,0,0,2026-04-24
668227,SL,2,0,0,2026-04-24
668715,FC,1,1,1,2026-04-24
668715,FF,2,0,0,2026-04-24
668715,SI,2,1,1,2026-04-24
668804,CU,1,0,0,2026-04-24
668804,FF,2,0,0,2026-04-24
668885,FF,1,0,0,2026-04-24
668885,SI,1,0,0,2026-04-24
668885,ST,1,1,2,2026-04-24
668901,CH,1,0,0,2026-04-24
668901,FF,2,1,1,2026-04-24
668901,SI,1,1,1,2026-04-24
668904,FF,2,1,4,2026-04-24
668904,SI,2,0,0,2026-04-24
668930,FF,1,0,0,2026-04-24
668930,FS,2,0,0,2026-04-24
668939,CH,1,0,0,2026-04-24
668939,CU,1,1,1,2026-04-24
668939,FC,1,1,4,2026-04-24
668939,FF,1,0,0,2026-04-24
